,Name,PriceCurrency,TenforeId,LegalName,ClosePrice,StarRatingM255,SustainabilityRank,QuantitativeRating,CategoryName,Yield_M12,GBRReturnD1,GBRReturnW1,GBRReturnM1,GBRReturnM3,GBRReturnM6,GBRReturnM0,GBRReturnM12,GBRReturnM36,GBRReturnM60,GBRReturnM120,MaxFrontEndLoad,OngoingCostActual,PerformanceFeeActual,TransactionFeeActual,MaximumExitCostAcquired,FeeLevel,ManagerTenure,MaxDeferredLoad,FundTNAV,EquityStyleBox,AverageMarketCapital,MorningstarRiskM255,AlphaM36,BetaM36,R2M36,StandardDeviationM36,SharpeM36,InvestorTypeRetail,InvestorTypeProfessional,InvestorTypeEligibleCounterparty,ExpertiseBasic,ExpertiseAdvanced,ExpertiseInformed,ReturnProfilePreservation,ReturnProfileGrowth,ReturnProfileIncome,ReturnProfileHedging,ReturnProfileOther,TrackRecordExtension
F00000T4MK,Janus Henderson Hrzn Euroland G2 EUR,EUR,52.8.LU1047639791,Janus Henderson Horizon Euroland Fund G2 EUR,17.08,3,4,2.0,Eurozone Large-Cap Equity,0.0,0.71,0.71,5.37,10.19,26.42,22.97,37.19,7.44,8.73,,0.0,0.86,0.0,0.36,,,9.58,,903432630.0,1,20668.32614,4,-0.69,1.09,94.22,19.9,0.37,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F0GBR04DDZ,Janus Henderson Hrzn Euroland A2 EUR,EUR,52.8.LU0011889846,Janus Henderson Horizon Euroland Fund A2 EUR,60.74,4,4,2.0,Eurozone Large-Cap Equity,0.0,0.66,0.66,5.29,9.9,25.76,22.39,35.79,6.33,7.67,10.06,5.0,1.91,0.0,0.36,,,9.58,,903432630.0,1,20668.32614,4,-1.72,1.09,94.22,19.88,0.32,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F00000286V,Amundi MSCI EMU ESG Ldrs Sel AE-C,EUR,52.8.LU0389811372,Amundi MSCI EMU ESG Leaders Select AEC,208.47,4,4,,Eurozone Large-Cap Equity,0.0,-0.18,0.02,0.91,7.03,15.83,14.94,27.01,7.03,9.64,7.74,4.5,0.3,0.0,-0.03,,,9.67,,1914542369.0,2,37741.550839999996,3,-0.28,1.02,99.11,18.3,0.39,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F00000MZB0,JPM Euroland Dynamic A perf (acc) EUR,EUR,52.8.LU0661985969,JPMorgan Funds - Euroland Dynamic Fund A (perf) (acc) - EUR,312.09,3,2,2.0,Eurozone Large-Cap Equity,0.0,0.37,0.53,5.8,11.7,26.45,20.86,46.09,7.83,10.05,,5.0,1.8,0.0,1.19,,,9.75,,92278565.0,2,20432.26092,4,0.4,1.09,97.07,20.02,0.43,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F00000S7JR,JPM Euroland Dynamic C perf (acc) EUR,EUR,52.8.LU0661986264,JPMorgan Funds - Euroland Dynamic Fund C (perf) (acc) - EUR,187.73,4,2,3.0,Eurozone Large-Cap Equity,0.0,0.34,0.55,5.79,11.69,26.7,21.05,47.01,8.61,10.87,,0.0,0.95,0.0,1.19,,,9.75,,92278565.0,2,20432.26092,4,1.12,1.09,97.08,20.02,0.46,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F0GBR04AOD,UBS (Lux) EF Euro Countrs Oppo (EUR) P,EUR,52.8.LU0085870433,UBS (Lux) Equity Fund - Euro Countries Opportunity (EUR) P-acc,130.4,5,5,,Eurozone Large-Cap Equity,0.0,-0.19,0.38,1.84,7.55,15.03,11.72,26.17,8.9,9.54,8.6,5.0,1.86,0.0,0.4,,,10.42,,536911940.0,2,35984.60826,2,2.8,0.83,95.13,15.67,0.56,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F00000LI6I,AXAWF Fram Eurozone RI A Cap EUR,EUR,52.8.LU0545089723,AXA World Funds - Framlington Eurozone RI A Capitalisation EUR,206.15,4,5,,Eurozone Large-Cap Equity,0.0,0.63,1.38,5.15,9.25,19.04,16.9,33.98,8.92,10.7,7.26,5.5,1.77,0.0,0.09,,,10.58,,277376382.0,2,50022.58851,2,2.07,0.9,97.89,16.43,0.52,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F00000LI6K,AXAWF Fram Eurozone RI F Cap EUR,EUR,52.8.LU0545090143,AXA World Funds - Framlington Eurozone RI F Capitalisation EUR,222.93,5,5,,Eurozone Large-Cap Equity,0.0,0.63,1.4,5.21,9.44,19.47,17.28,34.98,9.74,11.53,8.06,2.0,1.02,0.0,0.09,,,10.58,,277376382.0,2,50022.58851,2,2.82,0.9,97.9,16.43,0.57,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F00000ZVQ2,Schroder ISF EURO Equity CN Acc EUR,EUR,52.8.LU1725190836,Schroder International Selection Fund EURO Equity CN Accumulation EUR,54.5409,2,2,4.0,Eurozone Large-Cap Equity,0.0,0.54,0.58,6.47,10.11,20.29,17.05,32.48,5.64,,,3.0,0.94,0.0,0.66,,,11.08,,2427826794.0,2,12968.6661,4,-1.91,1.02,92.8,19.2,0.3,1,1,1,1,1,1,2,1,3,3.0,2.0,False
F0GBR04AFY,Schroder ISF EURO Equity A Acc EUR,EUR,52.8.LU0106235293,Schroder International Selection Fund EURO Equity A Accumulation EUR,44.8983,3,2,3.0,Eurozone Large-Cap Equity,0.0,0.54,0.56,6.38,9.86,19.76,16.59,31.31,4.71,7.72,7.88,5.0,1.84,0.0,0.66,,,11.08,,2427826794.0,2,12968.6661,4,-2.79,1.02,92.82,19.18,0.25,1,1,1,1,1,1,2,1,3,3.0,2.0,True
F0GBR04AG3,Schroder ISF EURO Equity C Acc EUR,EUR,52.8.LU0106235459,Schroder International Selection Fund EURO Equity C Accumulation EUR,54.3594,4,2,4.0,Eurozone Large-Cap Equity,0.0,0.54,0.58,6.46,10.08,20.23,17.0,32.35,5.54,8.59,8.79,1.0,1.04,0.0,0.66,,,11.08,,2427826794.0,2,12968.6661,4,-2.0,1.02,92.8,19.19,0.29,1,1,1,1,1,1,2,1,3,3.0,2.0,True
F000002KUP,State Street EMU ESG Scrn Eq P Acc,EUR,52.8.LU0379090680,SSGA Luxembourg SICAV - State Street EMU ESG Screened Equity Fund P Acc,13.4403,3,4,,Eurozone Large-Cap Equity,0.0,-0.04,0.3,2.61,10.48,20.58,19.08,32.51,7.75,9.82,,0.0,1.64,0.0,0.59,,,11.42,,31466320.0,1,19708.06605,3,0.55,0.99,97.31,17.84,0.44,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F000002KUO,State Street EMU ESG Scrn Eq I Acc,EUR,52.8.LU0379090334,SSGA Luxembourg SICAV - State Street EMU ESG Screened Equity Fund I Acc,34.4985,4,4,,Eurozone Large-Cap Equity,0.0,-0.03,0.32,2.7,10.77,21.2,19.62,33.89,8.88,10.97,8.8,0.0,0.6,0.0,0.59,,,11.42,,31466320.0,1,19708.06605,4,1.59,0.99,97.31,17.86,0.49,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F000000F6R,Allianz Best Styles Euroland Eq AT EUR,EUR,52.8.LU0178439310,Allianz Global Investors Fund - Allianz Best Styles Euroland Equity AT EUR,12.67,2,3,,Eurozone Large-Cap Equity,0.0,0.32,0.88,4.71,9.41,19.42,16.56,33.51,4.51,8.57,6.13,5.0,1.36,0.0,0.03,,,12.25,,98894994.0,2,34853.13885,4,-2.99,1.03,97.9,18.56,0.25,1,1,1,1,1,1,3,1,1,3.0,2.0,False
F000002JGK,AXAWF Fram Sust Eurozone A Cap EUR,EUR,52.8.LU0389656892,AXA World Funds - Framlington Sustainable Eurozone A Capitalisation EUR,308.0,3,5,,Eurozone Large-Cap Equity,0.0,0.58,1.14,4.62,8.36,16.84,14.01,30.25,5.54,8.64,7.26,5.5,1.77,0.0,0.22,,,12.67,,1236065490.0,2,36967.10028,3,-1.79,1.02,97.41,18.81,0.31,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F000002JGM,AXAWF Fram Sust Eurozone F Cap EUR,EUR,52.8.LU0389657197,AXA World Funds - Framlington Sustainable Eurozone F Capitalisation EUR,338.18,4,5,,Eurozone Large-Cap Equity,0.0,0.59,1.15,4.7,8.57,17.28,14.4,31.24,6.37,9.48,8.08,2.0,1.02,0.0,0.22,,,12.67,,1236065490.0,2,36967.10028,3,-1.0,1.02,97.39,18.8,0.35,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F000005PK8,iShares EMU Index (IE) Flex Acc EUR,EUR,52.8.IE00B3B2KQ14,iShares EMU Index Fund (IE) Flexible Acc EUR,20.689,4,3,,Eurozone Large-Cap Equity,0.0,-0.08,0.55,2.51,9.13,17.64,15.66,29.35,8.04,10.58,8.31,0.0,0.11,,0.06,,,12.83,,97717535.0,2,39546.49768,3,0.78,1.01,99.62,18.25,0.45,1,1,1,1,1,1,3,1,1,3.0,2.0,False
F0000027KU,Metropole Euro SRI A,EUR,52.8.FR0010632364,Metropole Euro SRI A,355.03,1,2,,Eurozone Large-Cap Equity,0.0,-0.33,-1.01,0.69,5.41,19.19,18.85,37.83,2.72,4.99,4.94,4.0,1.8,0.0,0.36,,,12.92,,133404699.0,1,24837.60887,5,-5.63,1.24,93.76,23.33,0.17,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F0GBR04ARE,Templeton Euroland A (Acc) EUR,EUR,52.8.LU0093666013,Templeton Euroland Fund A (Acc) EUR,23.95,2,2,,Eurozone Large-Cap Equity,0.0,0.88,0.59,3.55,5.65,12.87,9.81,21.64,-0.94,4.57,6.48,5.75,1.86,,0.56,,,13.33,,177175521.0,2,11627.85049,4,-8.2,1.05,95.75,19.31,-0.02,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F0GBR04ANX,BGF Euro-Markets A2,EUR,52.8.LU0093502762,BlackRock Global Funds - Euro-Markets Fund A2,38.94,5,5,2.0,Eurozone Large-Cap Equity,0.0,0.62,1.2,5.64,10.53,18.11,15.76,37.65,8.99,9.53,8.76,5.2632,1.83,,0.38,,,13.58,,1552270929.0,3,38749.95236,3,1.85,0.97,94.31,18.31,0.49,1,1,1,1,1,1,3,1,1,3.0,2.0,False
F0GBR053MP,HSBC GIF Euroland Value AC,EUR,52.8.LU0165074666,HSBC Global Investment Funds - Euroland Value AC,49.766000000000005,2,2,,Eurozone Large-Cap Equity,0.0,0.45,0.66,4.67,10.08,24.5,22.36,41.64,4.6,7.52,6.34,5.0,1.85,0.0,0.2,,,14.08,,529198435.0,1,21457.561980000002,5,-3.42,1.22,97.43,22.29,0.26,1,1,1,1,1,1,2,1,3,3.0,2.0,True
F00000204K,HSBC GIF Euroland Value IC,EUR,52.8.LU0165074823,HSBC Global Investment Funds - Euroland Value IC,56.306999999999995,3,2,,Eurozone Large-Cap Equity,0.0,0.46,0.67,4.75,10.32,25.03,22.82,42.85,5.5,8.44,7.25,5.0,1.0,0.0,0.2,,,14.08,,529198435.0,1,21457.561980000002,5,-2.58,1.22,97.42,22.3,0.3,1,1,1,1,1,1,2,1,3,3.0,2.0,False
F0000001N2,Candriam Quant Equities MF EMU I Acc EUR,EUR,52.8.LU0267559994,Candriam Quant Equities Multi-Factor EMU Class I - Capitalisation EUR,1648.04,3,4,,Eurozone Large-Cap Equity,0.0,-0.07,0.26,2.05,9.69,20.05,18.66,32.65,4.52,9.54,8.08,0.0,0.7,0.0,0.12,,,14.58,,7360156.0,2,27290.77623,4,-2.77,1.03,98.24,18.56,0.26,1,1,1,1,1,1,2,1,3,3.0,2.0,False
F00000THZB,DWS Invest Top Euroland PFC,EUR,52.8.LU1054342354,DWS Invest Top Euroland PFC,153.87,3,5,,Eurozone Large-Cap Equity,0.0,0.63,1.17,5.51,9.7,17.21,13.79,33.56,9.42,9.57,,0.0,1.84,,0.12,,,14.75,,445622378.0,2,49676.193269999996,3,2.3,0.99,93.73,18.92,0.51,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F0GBR04OYK,DWS Invest Top Euroland LC,EUR,52.8.LU0145644893,DWS Invest Top Euroland LC,269.77,4,5,,Eurozone Large-Cap Equity,0.0,0.63,1.22,5.59,9.96,17.77,14.29,34.68,10.0,10.36,8.47,5.0,1.58,,0.12,,,14.75,,445622378.0,2,49676.193269999996,3,2.81,0.99,93.94,18.89,0.54,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F0GBR04OI3,DWS Invest Top Euroland FC,EUR,52.8.LU0145647722,DWS Invest Top Euroland FC,316.14,5,5,,Eurozone Large-Cap Equity,0.0,0.64,1.24,5.66,10.18,18.21,14.68,35.71,10.83,11.19,9.29,0.0,0.84,,0.12,,,14.75,,445622378.0,2,49676.193269999996,3,3.56,0.99,93.94,18.9,0.58,1,1,1,1,1,1,3,1,3,3.0,2.0,True
F0GBR04HX0,Amundi Fds Euroland Equity A EUR C,EUR,52.8.LU1883303635,Amundi Funds - Euroland Equity A EUR (C),9.77,4,3,,Eurozone Large-Cap Equity,0.0,0.72,1.24,4.94,9.65,21.07,18.57,36.64,6.71,9.14,8.08,4.5,1.75,0.12,0.53,,,14.83,,3209535804.0,2,44037.494810000004,4,-1.02,1.06,98.81,19.39,0.36,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F0GBR06U3O,Pictet-Euroland Index IS EUR,EUR,52.8.LU0255980830,Pictet-Euroland Index IS EUR,197.54,4,3,,Eurozone Large-Cap Equity,0.0,-0.09,0.54,2.45,9.16,17.59,16.17,29.27,7.66,10.11,7.81,5.0,0.32,0.0,0.0,,,15.0,,320563512.0,2,39621.53838,3,0.28,1.0,99.91,18.11,0.42,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F0GBR04N92,Vanguard €z Stk Idx € Acc,EUR,52.8.IE0008248803,Vanguard Eurozone Stock Index Fund EUR Acc,254.8553,4,3,,Eurozone Large-Cap Equity,0.0,0.83,1.18,5.28,9.21,19.59,17.15,36.03,7.79,10.37,8.17,0.0,0.12,0.0,0.03,,,19.67,,1560079313.0,2,39493.3798,3,0.42,1.0,99.96,18.07,0.43,1,1,1,1,1,1,2,1,2,3.0,2.0,False
F0GBR04B4Z,NN (L) Euro High Dividend P Cap EUR,EUR,52.8.LU0127786431,NN (L) Euro High Dividend - P Cap EUR,675.78,3,3,,Eurozone Large-Cap Equity,0.0,0.89,0.99,4.63,8.69,20.79,18.38,35.06,6.17,9.27,6.51,3.0,1.79,0.0,0.84,,,22.17,,649780377.0,2,36792.965939999995,4,-1.37,1.04,98.22,18.92,0.34,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F00000QDUF,DPAM INVEST B Equities Euroland W Cap,EUR,52.8.BE6246057333,DPAM INVEST B - Equities Euroland W Cap,273.43,5,4,,Eurozone Large-Cap Equity,0.0,-0.08,1.02,2.55,8.93,13.69,12.39,26.8,10.88,13.11,10.07,2.0,0.86,0.0,0.15,,,23.17,,1510707591.0,3,30239.74124,2,4.11,0.85,96.73,15.83,0.65,1,1,1,1,1,1,3,1,3,3.0,2.0,True
F0GBR05275,HSBC GIF Euroland Eq Smlr Coms AC,EUR,52.8.LU0165073775,HSBC Global Investment Funds - Euroland Equity Smaller Companies AC,87.65899999999999,2,4,,Eurozone Mid-Cap Equity,0.0,1.03,1.27,5.33,8.2,16.24,12.34,30.1,1.59,6.79,7.72,5.0,1.85,0.0,0.96,,,2.08,,183930361.0,5,4107.42911,5,-6.14,1.16,95.01,22.17,0.14,1,1,1,1,1,1,2,1,3,3.0,2.0,True
F00000204S,HSBC GIF Euroland Eq Smlr Coms IC,EUR,52.8.LU0165074070,HSBC Global Investment Funds - Euroland Equity Smaller Companies IC,99.478,3,4,,Eurozone Mid-Cap Equity,0.0,1.04,1.28,5.41,8.43,16.74,12.76,31.21,2.46,7.7,8.64,5.0,1.0,0.0,0.96,,,2.08,,183930361.0,5,4107.42911,5,-5.3,1.16,95.01,22.18,0.17,1,1,1,1,1,1,2,1,3,3.0,2.0,False
F00000MJXW,Amundi Fds Eurlnd Eq Sm Cap F2 EUR C,EUR,52.8.LU0568607542,Amundi Funds - Euroland Equity Small Cap F2 EUR (C),210.91,2,4,,Eurozone Mid-Cap Equity,0.0,0.68,0.43,4.33,7.58,18.02,13.99,34.18,3.01,6.89,7.71,0.0,2.85,0.0,0.2,,,4.42,,473904907.0,5,3561.9405899999997,4,-4.45,1.08,97.56,20.35,0.2,1,1,1,1,1,1,3,1,3,3.0,2.0,True
F00000MJWQ,Amundi Fds Eurlnd Eq Sm Cap A EUR C,EUR,52.8.LU0568607203,Amundi Funds - Euroland Equity Small Cap A EUR (C),238.74,3,4,,Eurozone Mid-Cap Equity,0.0,0.68,0.45,4.42,7.83,18.55,14.45,35.39,4.12,8.18,9.06,4.5,1.95,0.0,0.2,,,4.42,,473904907.0,5,3561.9405899999997,4,-3.38,1.08,97.63,20.36,0.25,1,1,1,1,1,1,3,1,3,3.0,2.0,True
F000000G8T,Generali IS Euro Future Leaders DX,EUR,52.8.LU0300507034,Generali Investments SICAV - Euro Future Leaders DX,157.352,1,4,,Eurozone Mid-Cap Equity,0.0,-0.17,0.57,1.25,7.32,15.29,13.82,28.82,2.36,4.9,6.16,5.0,2.0,0.0,0.23,,,14.0,,252044835.0,5,5517.486129999999,4,-5.4,1.07,96.12,20.59,0.15,1,1,1,1,1,1,2,1,2,2.0,2.0,False
F0GBR04G0H,BNY Mellon Small Cap Euroland EUR A Acc,EUR,52.8.IE0003867441,BNY Mellon Global Funds PLC - BNY Mellon Small Cap Euroland Fund EUR A Acc,6.9856,3,4,,Eurozone Mid-Cap Equity,0.0,0.41,1.05,4.57,10.11,24.41,20.11,43.96,7.62,11.24,11.08,5.0,2.18,0.0,0.17,,,18.08,,69891140.0,5,3764.4822299999996,5,-0.83,1.2,97.06,22.61,0.39,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F0GBR052TR,BNY Mellon Small Cap Euroland EUR C Acc,EUR,52.8.IE0003870379,BNY Mellon Global Funds PLC - BNY Mellon Small Cap Euroland Fund EUR C Acc,8.2333,4,4,,Eurozone Mid-Cap Equity,0.0,0.41,1.07,4.66,10.39,25.03,20.65,45.4,8.71,12.36,12.19,5.0,1.18,0.0,0.17,,,18.08,,69891140.0,5,3764.4822299999996,5,0.18,1.2,97.05,22.63,0.43,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F00000XCJU,CSIF (Lux) Equity EMU Sm Cp Blue FB EUR,EUR,52.8.LU1419769408,Credit Suisse Index Fund (Lux) - CSIF (Lux) Equity EMU Small Cap Blue FB EUR,170.43,3,3,,Eurozone Small-Cap Equity,0.0,-0.22,0.27,2.07,9.75,22.86,18.77,42.16,9.06,,,0.0,0.3,0.0,0.0,,,5.0,,212725074.0,5,2335.46404,3,-0.06,1.0,100.0,20.3,0.47,1,1,1,1,1,1,3,1,1,3.0,2.0,False
FOGBR05KLT,Fidelity France A-Acc-EUR,EUR,52.8.LU0261948060,Fidelity Funds - France Fund A-Acc-EUR,15.88,1,4,,France Small/Mid-Cap Equity,0.0,1.73,1.15,4.61,9.29,31.67,25.73,68.24,-0.7,3.1,5.04,5.25,1.95,0.0,-0.04,,,3.75,,55061692.0,4,4410.3960799999995,5,-3.72,1.22,88.63,27.85,0.05,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F00000ZW57,DWS Invest German Equities TFC,EUR,52.8.LU1663897558,DWS Invest German Equities TFC,115.84,4,3,3.0,Germany Equity,0.0,0.49,0.47,4.98,7.56,20.65,14.12,29.23,5.25,9.98,9.2,0.0,0.83,,0.14,,,2.42,,288199551.0,2,30558.628610000003,5,-2.51,1.19,94.85,23.78,0.28,1,1,1,1,1,1,3,1,3,3.0,2.0,True
F00000PXHO,BNP Paribas Germany Mlt-Fac Eq C C,EUR,52.8.LU0823427611,BNP Paribas Funds Germany Multi-Factor Equity Classic Capitalisation,303.18,2,3,,Germany Equity,0.0,-0.06,-0.27,0.48,6.67,11.17,8.56,18.37,0.6,5.73,5.5,3.0,1.98,0.0,0.14,,,3.58,,61910918.0,2,24633.34574,3,-5.99,0.99,95.87,19.65,0.07,1,1,1,1,1,1,3,1,3,3.0,2.0,True
F00000Z4A8,Berenberg Aktien Strategie Deutlnd M,EUR,52.8.LU1599248827,Berenberg Aktien-Strategie Deutschland M,132.5,3,3,,Germany Equity,0.0,0.25,0.84,3.17,8.3,15.28,11.21,29.81,6.86,,,0.0,0.94,0.0,0.28,,,4.0,,61794958.0,3,15204.51001,4,-0.06,1.11,88.64,23.07,0.36,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F000010098,Allianz German Equity RT EUR,EUR,52.8.LU1677194810,Allianz Global Investors Fund - Allianz German Equity RT EUR,113.61,3,5,,Germany Equity,0.0,0.17,0.91,3.91,5.11,12.02,6.36,22.73,4.86,,,,1.1,0.0,0.03,,,4.0,,806255804.0,3,19159.19953,3,-1.38,0.96,88.22,19.89,0.29,1,1,1,1,1,1,3,1,1,3.0,2.0,False
F00000OY8C,Allianz German Equity AT EUR,EUR,52.8.LU0840617350,Allianz Global Investors Fund - Allianz German Equity AT EUR,218.44,4,5,,Germany Equity,0.0,0.17,0.9,3.84,4.91,11.59,6.0,21.81,4.08,8.3,8.85,5.0,1.84,0.0,0.03,,,4.0,,806255804.0,3,19159.19953,3,-2.13,0.96,88.22,19.87,0.25,1,1,1,1,1,1,3,1,1,3.0,2.0,True
F00000OEPM,UBS (Lux) ES German HiDiv € P-acc,EUR,52.8.LU0775052292,UBS (Lux) Equity SICAV - German High Dividend (EUR) P-acc,220.89,2,3,,Germany Equity,0.0,0.26,0.38,2.57,7.63,17.25,15.03,22.07,3.32,7.45,,3.0,1.86,0.0,0.03,,,8.92,,40130476.0,1,31302.155089999997,4,-4.1,1.1,97.5,21.39,0.2,1,1,1,1,1,1,3,1,1,3.0,2.0,False
F00000W6KO,UBS (Lux) ES German HiDiv € Q-acc,EUR,52.8.LU1240785987,UBS (Lux) Equity SICAV - German High Dividend (EUR) Q-acc,143.93,3,3,,Germany Equity,0.0,0.26,0.39,2.63,7.84,17.7,15.42,23.02,4.13,8.29,,3.0,1.08,0.0,0.03,,,8.92,,40130476.0,1,31302.155089999997,4,-3.32,1.1,97.5,21.4,0.23,1,1,1,1,1,1,3,1,1,3.0,2.0,True
FOGBR05KLU,Fidelity Germany A-Acc-EUR,EUR,52.8.LU0261948227,Fidelity Funds - Germany Fund A-Acc-EUR,27.87,5,4,3.0,Germany Equity,0.0,0.8,0.76,4.74,6.99,16.27,13.25,23.54,6.55,9.06,9.35,5.25,1.92,0.0,-0.03,,,10.42,,927791857.0,2,29120.630910000003,1,0.01,0.93,94.97,18.53,0.37,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F00000QHNK,Barings German Growth A USD Acc,USD,52.8.GB00BF2H6K58,Barings German Growth Trust - Class A USD Acc,13.74,2,2,,Germany Equity,0.10833,0.51,0.81,4.73,9.39,23.34,15.08,44.51,3.48,9.6,,5.0,1.56,0.0,0.22,,,12.58,,326017909.0,5,7860.65787,4,-5.04,1.15,93.73,22.77,0.16,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F0GBR04CQI,Barings German Growth A EUR Acc,EUR,52.8.GB0008192063,Barings German Growth Trust - Class A EUR Acc,11.32,3,2,,Germany Equity,0.08252999999999999,0.71,0.44,4.81,7.81,23.19,16.37,35.34,2.47,8.03,8.2,5.0,1.56,0.0,0.22,,,12.58,,326017909.0,5,7860.65787,4,-4.92,1.15,93.42,22.77,0.16,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F000011982,Berenberg Aktien Mittelstand B A,EUR,52.8.DE000A2JF7M7,Berenberg Aktien Mittelstand B A,139.42,4,2,,Germany Small/Mid-Cap Equity,,0.68,1.35,4.07,7.84,13.81,9.02,35.04,11.61,,,5.5,0.17,0.0,0.17,,,4.42,,232391516.0,6,2336.43762,3,2.29,0.95,91.98,21.72,0.58,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F00000WMDY,Berenberg Aktien Mittelstand I A,EUR,52.8.DE000A14XN42,Berenberg Aktien Mittelstand I A,209.76,5,2,,Germany Small/Mid-Cap Equity,,0.68,1.34,4.01,7.64,13.36,8.62,34.0,10.72,16.58,,5.5,0.99,0.0,0.17,,,4.42,,232391516.0,6,2336.43762,4,1.48,0.95,91.94,21.77,0.54,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F000000FW2,Schroder Global Equity Income A Acc,GBP,52.8.GB00B1N91F21,Schroder Global Equity Income Fund A Accumulation GBP,1.173,2,2,2.0,Global Equity Income,2.32747,0.17,1.21,1.12,6.15,15.45,16.72,25.28,2.67,9.93,8.98,0.0,1.7,0.0,0.33,,aboveAvg,3.17,,266862099.0,1,14292.240909999999,5,-6.47,1.32,81.63,18.98,0.18,1,1,1,1,1,1,2,1,1,3.0,2.0,False
F00000NBKA,Schroder Global Equity Income Z Acc,GBP,52.8.GB00B76V7M69,Schroder Global Equity Income Fund Z Accumulation GBP,1.3659999999999999,3,2,2.0,Global Equity Income,2.31235,0.07,1.11,1.11,6.39,15.86,17.05,26.13,3.42,10.75,9.77,0.0,0.95,0.0,0.33,,,3.17,,266862099.0,1,14292.240909999999,5,-5.71,1.32,81.5,18.99,0.22,1,1,1,1,1,1,2,1,1,3.0,2.0,True
F0GBR06KPV,Schroder ISF Global Eq Yld A Acc EUR,EUR,52.8.LU0248166992,Schroder International Selection Fund Global Equity Yield A Accumulation EUR,185.4129,2,2,2.0,Global Equity Income,0.0,-0.2,1.18,2.35,5.43,21.81,22.41,29.18,2.83,7.63,8.86,5.0,1.85,0.0,0.25,,aboveAvg,3.17,,353201286.0,1,15566.983530000001,4,-6.66,1.3,80.9,18.59,0.16,1,1,1,1,1,1,2,1,1,3.0,2.0,True
F0GBR06KPU,Schroder ISF Global Eq Yld C Acc EUR,EUR,52.8.LU0248167701,Schroder International Selection Fund Global Equity Yield C Accumulation EUR,207.1908,3,2,2.0,Global Equity Income,0.0,-0.19,1.19,2.42,5.62,22.3,22.84,30.21,3.65,8.43,9.61,1.0,1.05,0.0,0.25,,belowAvg,3.17,,353201286.0,1,15566.983530000001,5,-5.86,1.3,80.89,18.6,0.2,1,1,1,1,1,1,2,1,1,3.0,2.0,True
F00000NDUO,Overstone Global Eq Inc Fd I Acc,GBX,52.8.GB00B75K5L91,Overstone Global Equity Income Fund I Acc,263.7,3,2,3.0,Global Equity Income,2.06568,-0.34,1.0,-0.68,10.47,19.11,18.09,28.57,7.95,11.53,,0.0,0.87,0.0,0.12,0.0,low,5.08,,116728844.0,1,18948.318730000003,5,-1.62,1.41,86.16,20.12,0.45,1,1,1,1,1,1,2,1,1,1.0,1.0,False
F00000VSCP,MainFirst Global DividendStars A,EUR,52.8.LU1238901240,MainFirst Global DividendStars A,154.87,4,1,,Global Equity Income,0.0,0.09,0.57,1.68,8.54,18.54,17.5,30.09,8.54,10.26,,5.0,1.82,0.0,-0.27,,,5.92,,30118577.0,2,12398.06775,5,-1.28,1.33,88.12,18.74,0.47,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F000000GXS,Schroder ISF Glb Div Mxmsr A1 Acc USD,USD,52.8.LU0308882272,Schroder International Selection Fund Global Dividend Maximiser A1 Accumulation USD,12.6051,1,3,1.0,Global Equity Income,0.0,-0.02,0.79,2.86,8.58,21.09,19.33,36.61,2.57,6.31,5.09,4.0,2.37,0.0,0.32,,high,7.58,,1252836396.0,1,15058.56854,4,-7.97,1.26,83.36,17.46,0.07,1,1,1,1,1,1,2,1,1,3.0,2.0,False
