,Name,StarRatingM255,SustainabilityRank,CategoryName,Yield_M12,GBRReturnM3,GBRReturnM6,GBRReturnM0,GBRReturnM12,GBRReturnM36,GBRReturnM60,MaxFrontEndLoad,OngoingCostActual,TransactionFeeActual,ManagerTenure,FundTNAV,EquityStyleBox,AverageMarketCapital,MorningstarRiskM255,AlphaM36,BetaM36,R2M36,StandardDeviationM36,SharpeM36,ReturnProfilePreservation,ReturnProfileIncome,ReturnProfileHedging,TrackRecordExtension,P_E,P_B,P_Sales,P_CashFlow,Dividend_Yield_Percent,Long_term_earning_Percent,Historical_earning_Percent,Sales_growth_percent,Cashflow_growth_percent,Book_value_growth_percent,Equity_Holding,Other_Holding,Assets_in_top10_holdings_percent,Top3_sector_percent,Top5_sector_percent,giant_percent,large_percent,mid_percent,small_percent,micro_percent,Style,Style_5_Min,Style_5_Max,Yield,Yield_5_Min,Yield_5_Max,Momentum,Momentum_5_Min,Momentum_5_Max,Quality,Quality_5_Min,Quality_5_Max,Volatility,Volatility_5_Min,Volatility_5_Max,Liquidity,Liquidity_5_Min,Liquidity_5_Max,Size,Size_5_Min,Size_5_Max,Cat_Flex-Cap,Cat_Income,Cat_Large-Cap,Cat_Mid_Small-Cap,Cat_Miscellaneous
F00000VC0N,Eleva UCITS Eleva Eurp Sel I EUR acc,5,3,Large-Cap,0.0,6.91,16.19,13.78,28.38,8.46,11.12,3.0,0.97,0.76,6.42,4033474006.0,2,18695.79136,4,0.75,1.05,94.34,16.68,0.49,3,2,2.0,0,15.77,1.74,1.34,11.87,1.63,15.53,-2.9,-4.99,3.2,-0.15,156.0,1,27.0,49.48,73.8,17.65,57.25,22.58,0.26,0.01,40.85,14.89,60.15,76.72,61.55,91.82,28.4,5.68,82.47,70.02,31.91,93.39,46.42,14.38,75.91,28.33,13.91,76.28,46.53,29.02,61.84,0,0,1,0,0
F00000VC0O,Eleva UCITS Eleva Eurp Sel R EUR acc,4,3,Large-Cap,0.0,6.89,16.16,13.76,28.25,8.37,11.01,3.0,1.01,0.76,6.42,4033474006.0,2,18695.79136,4,0.67,1.05,94.32,16.68,0.49,3,2,2.0,0,15.77,1.74,1.34,11.87,1.63,15.53,-2.9,-4.99,3.2,-0.15,156.0,1,27.0,49.48,73.8,17.65,57.25,22.58,0.26,0.01,40.85,14.89,60.15,76.72,61.55,91.82,28.4,5.68,82.47,70.02,31.91,93.39,46.42,14.38,75.91,28.33,13.91,76.28,46.53,29.02,61.84,0,0,1,0,0
F00000NPGA,Federated Hermes Eurp exUK Eq F EUR Acc,5,4,Miscellaneous,0.0,7.49,15.45,10.15,34.65,11.03,13.73,5.25,0.95,0.0,9.5,6251673.0,3,19028.82105,3,1.31,1.0,84.46,16.84,0.62,2,2,2.0,1,26.29,3.85,2.53,21.85,0.94,10.62,2.7,0.81,-1.99,1.38,35.0,77,40.0,65.73,87.38,28.87,42.45,26.25,1.59,0.0,12.39,5.65,20.01,95.18,75.27,95.18,10.93,6.68,76.36,32.87,22.84,58.03,45.59,8.02,65.0,49.43,12.52,71.76,45.1,29.36,48.41,0,0,0,0,1
F00000NPG8,Federated Hermes Eurp exUK Eq F GBP Acc,5,4,Miscellaneous,0.0,7.62,7.75,5.1,28.85,9.99,15.81,5.25,0.95,0.0,9.5,6251673.0,3,19028.82105,4,1.2,1.02,84.74,17.16,0.61,2,2,2.0,1,26.29,3.85,2.53,21.85,0.94,10.62,2.7,0.81,-1.99,1.38,35.0,77,40.0,65.73,87.38,28.87,42.45,26.25,1.59,0.0,12.39,5.65,20.01,95.18,75.27,95.18,10.93,6.68,76.36,32.87,22.84,58.03,45.59,8.02,65.0,49.43,12.52,71.76,45.1,29.36,48.41,0,0,0,0,1
F00000NPL6,Federated Hermes Eurp exUK Eq R EUR Acc,4,4,Miscellaneous,0.0,7.29,15.03,9.78,33.66,10.2,12.88,5.25,1.7,0.0,9.5,6251673.0,3,19028.82105,3,0.55,1.0,84.47,16.83,0.57,2,2,2.0,1,26.29,3.85,2.53,21.85,0.94,10.62,2.7,0.81,-1.99,1.38,35.0,77,40.0,65.73,87.38,28.87,42.45,26.25,1.59,0.0,12.39,5.65,20.01,95.18,75.27,95.18,10.93,6.68,76.36,32.87,22.84,58.03,45.59,8.02,65.0,49.43,12.52,71.76,45.1,29.36,48.41,0,0,0,0,1
F00000NPL7,Federated Hermes Eurp exUK Eq R GBP Acc,4,4,Miscellaneous,0.0,7.42,7.34,4.75,27.9,9.16,14.94,5.25,1.7,0.0,9.5,6251673.0,3,19028.82105,4,0.44,1.02,84.74,17.15,0.57,2,2,2.0,1,26.29,3.85,2.53,21.85,0.94,10.62,2.7,0.81,-1.99,1.38,35.0,77,40.0,65.73,87.38,28.87,42.45,26.25,1.59,0.0,12.39,5.65,20.01,95.18,75.27,95.18,10.93,6.68,76.36,32.87,22.84,58.03,45.59,8.02,65.0,49.43,12.52,71.76,45.1,29.36,48.41,0,0,0,0,1
F00000PQUA,Federated Hermes Eurp Alp Eq F EUR Acc,2,5,Large-Cap,0.0,8.94,20.74,16.12,32.12,9.25,9.51,5.25,0.95,0.0,11.42,93247134.0,3,25492.19983,5,-5.99,1.3,90.23,17.26,0.5,2,2,2.0,0,21.05,3.18,2.67,15.8,1.54,9.45,-2.33,-5.11,-7.15,-0.34,35.0,98,39.0,56.42,87.18,33.86,45.52,18.88,0.0,0.0,30.0,7.75,39.64,82.6,74.01,91.44,28.75,13.6,82.06,76.57,36.16,77.09,47.66,10.88,80.19,47.54,10.75,51.71,56.72,47.67,68.75,0,0,1,0,0
F00000PNTP,Federated Hermes Eurp Alp Eq F GBP Acc,3,5,Large-Cap,0.0,9.07,12.68,10.81,26.45,8.24,11.52,5.25,0.95,0.0,11.42,93247134.0,3,25492.19983,5,-6.17,1.32,90.35,17.61,0.49,2,2,2.0,1,21.05,3.18,2.67,15.8,1.54,9.45,-2.33,-5.11,-7.15,-0.34,35.0,98,39.0,56.42,87.18,33.86,45.52,18.88,0.0,0.0,30.0,7.75,39.64,82.6,74.01,91.44,28.75,13.6,82.06,76.57,36.16,77.09,47.66,10.88,80.19,47.54,10.75,51.71,56.72,47.67,68.75,0,0,1,0,0
F00000T50I,Federated Hermes Eurp Alp Eq M EUR Acc,2,5,Large-Cap,0.0,9.02,20.92,16.28,32.52,9.58,9.84,5.25,0.65,0.0,11.42,93247134.0,3,25492.19983,5,-5.7,1.3,90.24,17.27,0.51,2,2,2.0,0,21.05,3.18,2.67,15.8,1.54,9.45,-2.33,-5.11,-7.15,-0.34,35.0,98,39.0,56.42,87.18,33.86,45.52,18.88,0.0,0.0,30.0,7.75,39.64,82.6,74.01,91.44,28.75,13.6,82.06,76.57,36.16,77.09,47.66,10.88,80.19,47.54,10.75,51.71,56.72,47.67,68.75,0,0,1,0,0
F00000MJJH,Federated Hermes Eurp Alp Eq R EUR Acc,2,5,Large-Cap,0.0,8.73,20.29,15.74,31.14,8.44,8.69,5.25,1.7,0.0,11.42,93247134.0,3,25492.19983,5,-6.74,1.3,90.23,17.25,0.45,2,2,2.0,1,21.05,3.18,2.67,15.8,1.54,9.45,-2.33,-5.11,-7.15,-0.34,35.0,98,39.0,56.42,87.18,33.86,45.52,18.88,0.0,0.0,30.0,7.75,39.64,82.6,74.01,91.44,28.75,13.6,82.06,76.57,36.16,77.09,47.66,10.88,80.19,47.54,10.75,51.71,56.72,47.67,68.75,0,0,1,0,0
F00000U49J,Federated Hermes Eurp Alp Eq R USD Acc,2,5,Large-Cap,0.0,10.46,20.58,14.59,40.11,9.56,10.29,5.25,1.7,0.0,11.42,93247134.0,3,25492.19983,5,-6.8,1.29,90.82,17.26,0.45,2,2,2.0,0,21.05,3.18,2.67,15.8,1.54,9.45,-2.33,-5.11,-7.15,-0.34,35.0,98,39.0,56.42,87.18,33.86,45.52,18.88,0.0,0.0,30.0,7.75,39.64,82.6,74.01,91.44,28.75,13.6,82.06,76.57,36.16,77.09,47.66,10.88,80.19,47.54,10.75,51.71,56.72,47.67,68.75,0,0,1,0,0
F00000O6RX,Federated Hermes Eurp Alp Eq Z EUR Acc,3,5,Large-Cap,0.0,9.15,21.19,16.51,33.12,10.08,10.33,5.25,0.2,0.0,11.42,93247134.0,3,25492.19983,5,-5.25,1.3,90.23,17.27,0.54,2,2,2.0,0,21.05,3.18,2.67,15.8,1.54,9.45,-2.33,-5.11,-7.15,-0.34,35.0,98,39.0,56.42,87.18,33.86,45.52,18.88,0.0,0.0,30.0,7.75,39.64,82.6,74.01,91.44,28.75,13.6,82.06,76.57,36.16,77.09,47.66,10.88,80.19,47.54,10.75,51.71,56.72,47.67,68.75,0,0,1,0,0
F00000UQN7,Federated Hermes EURP ALP L EUR Acc,2,5,Large-Cap,0.0,8.98,20.83,16.2,32.32,9.42,9.67,5.25,0.8,0.0,11.42,93247134.0,3,25492.19983,5,-5.84,1.3,90.24,17.27,0.51,2,2,2.0,0,21.05,3.18,2.67,15.8,1.54,9.45,-2.33,-5.11,-7.15,-0.34,35.0,98,39.0,56.42,87.18,33.86,45.52,18.88,0.0,0.0,30.0,7.75,39.64,82.6,74.01,91.44,28.75,13.6,82.06,76.57,36.16,77.09,47.66,10.88,80.19,47.54,10.75,51.71,56.72,47.67,68.75,0,0,1,0,0
F00000TF54,Federated Hermes EURP ALP L GBP Acc,2,5,Large-Cap,0.0,9.11,12.76,10.88,26.64,8.4,11.69,5.25,0.8,0.0,11.42,93247134.0,3,25492.19983,5,-6.02,1.32,90.36,17.61,0.5,2,2,2.0,0,21.05,3.18,2.67,15.8,1.54,9.45,-2.33,-5.11,-7.15,-0.34,35.0,98,39.0,56.42,87.18,33.86,45.52,18.88,0.0,0.0,30.0,7.75,39.64,82.6,74.01,91.44,28.75,13.6,82.06,76.57,36.16,77.09,47.66,10.88,80.19,47.54,10.75,51.71,56.72,47.67,68.75,0,0,1,0,0
F00000UQN9,Federated Hermes EURP ALP L USD Acc,2,5,Large-Cap,0.0,10.71,21.13,15.04,41.37,10.54,11.28,5.25,0.8,0.0,11.42,93247134.0,3,25492.19983,5,-5.91,1.29,90.83,17.27,0.5,2,2,2.0,0,21.05,3.18,2.67,15.8,1.54,9.45,-2.33,-5.11,-7.15,-0.34,35.0,98,39.0,56.42,87.18,33.86,45.52,18.88,0.0,0.0,30.0,7.75,39.64,82.6,74.01,91.44,28.75,13.6,82.06,76.57,36.16,77.09,47.66,10.88,80.19,47.54,10.75,51.71,56.72,47.67,68.75,0,0,1,0,0
FOGBR05JLL,Fidelity FAST Europe A-ACC-EUR,4,5,Large-Cap,0.0,7.44,10.55,9.34,18.36,13.85,12.48,5.25,1.92,0.16,3.92,831660108.0,3,26175.73181,3,1.68,0.99,86.92,14.44,0.87,3,3,3.0,0,23.87,3.41,2.8,18.4,1.25,12.07,-2.2,-1.56,8.6,9.54,68.0,4,33.0,59.71,80.66,36.34,43.67,35.5,0.0,0.0,17.7,7.47,75.15,78.58,25.71,92.62,80.51,8.81,83.83,27.57,17.11,73.29,59.66,29.4,82.76,77.65,46.23,85.32,48.51,38.32,93.65,0,0,1,0,0
F000001AE6,Fidelity FAST Europe I-ACC-EUR,4,5,Large-Cap,0.0,7.69,11.08,9.81,18.92,14.36,13.22,1.0,0.95,0.16,3.92,831660108.0,3,26175.73181,3,1.96,1.0,87.42,14.56,0.9,3,3,3.0,0,23.87,3.41,2.8,18.4,1.25,12.07,-2.2,-1.56,8.6,9.54,68.0,4,33.0,59.71,80.66,36.34,43.67,35.5,0.0,0.0,17.7,7.47,75.15,78.58,25.71,92.62,80.51,8.81,83.83,27.57,17.11,73.29,59.66,29.4,82.76,77.65,46.23,85.32,48.51,38.32,93.65,0,0,1,0,0
F00000SX1X,Fidelity FAST Europe W-ACC-GBP,4,5,Large-Cap,0.0,7.77,3.64,5.12,13.45,13.53,15.15,0.0,1.27,0.16,3.92,831660108.0,3,26175.73181,3,2.26,0.99,86.73,14.59,0.91,3,3,3.0,0,23.87,3.41,2.8,18.4,1.25,12.07,-2.2,-1.56,8.6,9.54,68.0,4,33.0,59.71,80.66,36.34,43.67,35.5,0.0,0.0,17.7,7.47,75.15,78.58,25.71,92.62,80.51,8.81,83.83,27.57,17.11,73.29,59.66,29.4,82.76,77.65,46.23,85.32,48.51,38.32,93.65,0,0,1,0,0
F000001AE4,Fidelity FAST Europe Y-ACC-EUR,4,5,Large-Cap,0.0,7.61,10.91,9.65,19.13,14.59,13.21,0.0,1.27,0.16,3.92,831660108.0,3,26175.73181,3,2.33,0.99,86.93,14.45,0.92,3,3,3.0,0,23.87,3.41,2.8,18.4,1.25,12.07,-2.2,-1.56,8.6,9.54,68.0,4,33.0,59.71,80.66,36.34,43.67,35.5,0.0,0.0,17.7,7.47,75.15,78.58,25.71,92.62,80.51,8.81,83.83,27.57,17.11,73.29,59.66,29.4,82.76,77.65,46.23,85.32,48.51,38.32,93.65,0,0,1,0,0
F0GBR04RZG,Fidelity European Acc,4,4,Miscellaneous,0.29485,10.86,9.89,9.39,19.29,10.37,13.36,0.0,1.66,0.03,11.5,3027893962.0,3,49526.569339999995,1,2.12,0.89,95.54,13.98,0.72,3,3,3.0,0,23.15,3.35,2.91,16.1,1.99,9.72,0.48,-1.51,0.73,2.91,49.0,3,39.0,47.13,72.19,52.58,34.03,8.68,1.72,0.0,19.51,16.81,32.45,44.97,35.81,71.95,83.16,9.1,83.16,24.69,15.52,34.84,88.87,62.83,95.64,88.48,60.97,91.72,85.78,69.46,87.39,0,0,0,0,1
F00000QS9O,Fidelity European W Acc,4,4,Miscellaneous,0.94035,11.08,10.36,9.75,20.22,11.21,14.23,0.0,0.91,0.03,11.5,3027893962.0,3,49526.569339999995,1,2.86,0.89,95.51,14.03,0.77,3,3,3.0,1,23.15,3.35,2.91,16.1,1.99,9.72,0.48,-1.51,0.73,2.91,49.0,3,39.0,47.13,72.19,52.58,34.03,8.68,1.72,0.0,19.51,16.81,32.45,44.97,35.81,71.95,83.16,9.1,83.16,24.69,15.52,34.84,88.87,62.83,95.64,88.48,60.97,91.72,85.78,69.46,87.39,0,0,0,0,1
F0GBR06WS6,Fidelity Euro Blue Chip A-Acc-EUR,3,3,Large-Cap,0.0,4.02,12.82,11.23,24.6,5.36,6.38,5.25,1.93,0.46,1.83,295480902.0,2,28785.11445,3,-1.04,0.95,95.5,17.47,0.34,3,3,3.0,0,16.78,1.51,1.82,10.59,1.82,14.71,-3.86,-6.25,-10.32,8.39,31.0,6,33.0,41.89,62.64,42.05,40.59,15.11,0.0,0.0,36.86,17.26,69.02,42.92,36.96,80.61,39.95,18.23,90.39,34.42,21.63,88.89,46.2,29.86,88.3,28.27,16.36,73.11,67.23,47.26,81.78,0,0,1,0,0
F000001ATJ,Fidelity Euro Blue Chip Y-Acc-EUR,4,3,Large-Cap,0.0,4.23,13.3,11.63,25.71,6.25,7.27,0.0,1.08,0.46,1.83,295480902.0,2,28785.11445,3,-0.2,0.95,95.45,17.47,0.39,3,3,3.0,0,16.78,1.51,1.82,10.59,1.82,14.71,-3.86,-6.25,-10.32,8.39,31.0,6,33.0,41.89,62.64,42.05,40.59,15.11,0.0,0.0,36.86,17.26,69.02,42.92,36.96,80.61,39.95,18.23,90.39,34.42,21.63,88.89,46.2,29.86,88.3,28.27,16.36,73.11,67.23,47.26,81.78,0,0,1,0,0
FOGBR05KLQ,Fidelity Fds EURO STOXX 50® A-Acc-EUR,3,4,Large-Cap,0.0,8.7,20.17,18.38,34.36,8.45,10.11,5.25,0.3,0.11,4.42,175388826.0,2,73479.17433,4,1.17,1.01,98.34,18.65,0.47,3,3,3.0,0,17.76,2.04,1.7,11.98,2.04,10.96,-5.26,-3.3,3.7,0.52,50.0,5,33.0,46.3,69.78,80.79,18.24,0.0,0.0,0.0,39.4,39.4,82.14,54.48,17.5,54.48,38.43,21.93,84.49,52.81,47.05,81.17,58.13,52.17,96.99,56.23,14.92,65.39,96.18,90.22,96.44,0,0,1,0,0
F00000210Z,Fidelity Fds EURO STOXX 50® Y-Acc-EUR,4,4,Large-Cap,0.0,8.77,20.27,18.5,34.59,8.55,10.22,0.0,0.2,0.11,4.42,175388826.0,2,73479.17433,4,1.25,1.01,98.33,18.65,0.47,3,3,3.0,0,17.76,2.04,1.7,11.98,2.04,10.96,-5.26,-3.3,3.7,0.52,50.0,5,33.0,46.3,69.78,80.79,18.24,0.0,0.0,0.0,39.4,39.4,82.14,54.48,17.5,54.48,38.43,21.93,84.49,52.81,47.05,81.17,58.13,52.17,96.99,56.23,14.92,65.39,96.18,90.22,96.44,0,0,1,0,0
F00000JZ78,Fidelity European Div A-Acc-EUR,4,3,Income,0.0,5.7,15.16,12.98,21.2,6.36,6.1,5.25,1.95,0.46,3.08,95619830.0,2,28537.68292,2,0.84,0.9,95.05,14.82,0.38,3,1,3.0,0,14.9,1.87,1.03,12.63,3.32,10.53,1.97,-4.3,-0.5,3.43,48.0,11,37.0,56.26,75.07,36.18,44.99,11.97,1.18,0.0,63.71,53.36,81.1,8.28,8.28,30.37,80.8,19.72,85.2,44.03,33.96,77.26,88.11,61.14,93.93,67.07,43.08,82.59,61.76,60.8,79.72,0,1,0,0,0
F00000JZ77,Fidelity European Div Y-Acc-EUR,5,3,Income,0.0,5.89,15.67,13.4,22.2,7.24,7.01,0.0,1.1,0.46,3.08,95619830.0,2,28537.68292,2,1.68,0.9,95.04,14.84,0.44,3,1,3.0,0,14.9,1.87,1.03,12.63,3.32,10.53,1.97,-4.3,-0.5,3.43,48.0,11,37.0,56.26,75.07,36.18,44.99,11.97,1.18,0.0,63.71,53.36,81.1,8.28,8.28,30.37,80.8,19.72,85.2,44.03,33.96,77.26,88.11,61.14,93.93,67.07,43.08,82.59,61.76,60.8,79.72,0,1,0,0,0
FOGBR05KLR,Fidelity European Dynamic Gr A-Acc-EUR,4,4,Large-Cap,0.0,7.31,11.33,10.03,18.82,11.92,12.41,5.25,1.9,0.1,1.42,4378021173.0,3,21430.45207,3,-0.65,1.04,91.18,14.58,0.75,3,3,3.0,0,23.31,3.13,2.52,16.98,1.28,11.59,-3.19,-1.14,11.32,9.63,55.0,11,33.0,58.77,78.99,27.3,34.27,35.6,0.0,0.0,15.69,3.22,19.32,79.89,74.89,93.79,82.45,9.0,84.63,23.24,12.7,45.98,70.43,31.09,88.37,76.68,43.62,95.48,44.17,35.59,51.54,0,0,1,0,0
F00000WVHN,Fidelity European Dynamic Gr I-Acc-EUR,5,4,Large-Cap,0.0,7.62,11.92,10.49,20.01,13.05,13.54,0.0,0.89,0.1,1.42,4378021173.0,3,21430.45207,3,0.34,1.04,91.3,14.58,0.82,3,3,3.0,0,23.31,3.13,2.52,16.98,1.28,11.59,-3.19,-1.14,11.32,9.63,55.0,11,33.0,58.77,78.99,27.3,34.27,35.6,0.0,0.0,15.69,3.22,19.32,79.89,74.89,93.79,82.45,9.0,84.63,23.24,12.7,45.98,70.43,31.09,88.37,76.68,43.62,95.48,44.17,35.59,51.54,0,0,1,0,0
F00000WTHK,Fidelity European Dynamic Gr I-Acc-USD,5,4,Large-Cap,0.0,8.65,11.74,9.3,27.59,13.82,15.02,0.0,0.89,0.1,1.42,4378021172.0,3,21430.45207,3,0.41,1.02,90.93,14.43,0.82,3,3,3.0,0,23.31,3.13,2.52,16.98,1.28,11.59,-3.19,-1.14,11.32,9.63,55.0,11,33.0,58.77,78.99,27.3,34.27,35.6,0.0,0.0,15.69,3.22,19.32,79.89,74.89,93.79,82.45,9.0,84.63,23.24,12.7,45.98,70.43,31.09,88.37,76.68,43.62,95.48,44.17,35.59,51.54,0,0,1,0,0
F00000SX1T,Fidelity European Dynamic Gr W-Acc-GBP,5,4,Large-Cap,0.0,7.63,4.43,5.8,14.06,11.82,15.33,0.0,1.05,0.1,1.42,4378021173.0,3,21430.45207,3,0.1,1.05,90.83,14.75,0.8,3,3,3.0,0,23.31,3.13,2.52,16.98,1.28,11.59,-3.19,-1.14,11.32,9.63,55.0,11,33.0,58.77,78.99,27.3,34.27,35.6,0.0,0.0,15.69,3.22,19.32,79.89,74.89,93.79,82.45,9.0,84.63,23.24,12.7,45.98,70.43,31.09,88.37,76.68,43.62,95.48,44.17,35.59,51.54,0,0,1,0,0
F000000KD4,Fidelity European Dynamic Gr Y-Acc-EUR,5,4,Large-Cap,0.0,7.53,11.79,10.43,19.82,12.88,13.35,0.0,1.05,0.1,1.42,4378021173.0,3,21430.45207,3,0.18,1.04,91.26,14.59,0.81,3,3,3.0,0,23.31,3.13,2.52,16.98,1.28,11.59,-3.19,-1.14,11.32,9.63,55.0,11,33.0,58.77,78.99,27.3,34.27,35.6,0.0,0.0,15.69,3.22,19.32,79.89,74.89,93.79,82.45,9.0,84.63,23.24,12.7,45.98,70.43,31.09,88.37,76.68,43.62,95.48,44.17,35.59,51.54,0,0,1,0,0
F000000EVD,Fidelity European Growth A-Acc-EUR,3,2,Large-Cap,0.0,6.21,15.54,13.17,23.3,3.45,6.55,5.25,1.89,0.1,1.92,5955303543.0,1,32684.21962,4,-4.3,1.08,97.46,16.5,0.2,3,3,3.0,0,15.08,1.91,1.3,11.86,2.44,8.98,-1.86,-5.18,8.08,0.75,52.0,10,33.0,56.4,77.47,39.02,46.56,10.57,0.93,0.0,74.15,47.41,78.53,26.76,25.01,66.64,84.37,32.93,86.43,57.6,28.14,65.56,61.79,41.29,93.41,47.18,33.31,78.17,69.45,66.38,86.9,0,0,1,0,0
F00000VZO8,Fidelity European Growth W-Acc-GBP,3,2,Large-Cap,0.0,6.57,8.41,8.8,18.37,3.35,9.32,0.0,1.04,0.1,1.92,5955303543.0,1,32684.21962,4,-3.51,1.08,97.49,16.65,0.25,3,3,3.0,0,15.08,1.91,1.3,11.86,2.44,8.98,-1.86,-5.18,8.08,0.75,52.0,10,33.0,56.4,77.47,39.02,46.56,10.57,0.93,0.0,74.15,47.41,78.53,26.76,25.01,66.64,84.37,32.93,86.43,57.6,28.14,65.56,61.79,41.29,93.41,47.18,33.31,78.17,69.45,66.38,86.9,0,0,1,0,0
F000001ATN,Fidelity European Growth Y-Acc-EUR,3,2,Large-Cap,0.0,6.45,15.99,13.54,24.32,4.32,7.44,0.0,1.04,0.1,1.92,5955303543.0,1,32684.21962,4,-3.45,1.08,97.42,16.48,0.25,3,3,3.0,0,15.08,1.91,1.3,11.86,2.44,8.98,-1.86,-5.18,8.08,0.75,52.0,10,33.0,56.4,77.47,39.02,46.56,10.57,0.93,0.0,74.15,47.41,78.53,26.76,25.01,66.64,84.37,32.93,86.43,57.6,28.14,65.56,61.79,41.29,93.41,47.18,33.31,78.17,69.45,66.38,86.9,0,0,1,0,0
FOGBR05U13,Fidelity European Lgr Coms A-Acc-EUR,3,2,Large-Cap,0.0,6.15,15.41,13.03,23.28,3.44,6.47,5.25,1.91,0.16,1.92,621139876.0,1,32796.43283,4,-4.31,1.08,97.52,16.56,0.2,3,3,3.0,0,15.17,1.89,1.37,11.93,2.4,8.88,-2.45,-5.5,8.46,1.17,52.0,8,33.0,56.59,77.54,39.99,46.11,10.59,0.93,0.0,73.72,48.5,78.55,26.53,24.95,66.68,84.55,31.41,86.45,58.79,28.15,65.61,62.17,41.38,93.18,46.19,33.37,78.22,68.53,66.39,86.49,0,0,1,0,0
F00000PY8F,Fidelity European Lgr Coms I-Acc-EUR,3,2,Large-Cap,0.0,6.45,16.04,13.57,24.64,4.51,7.57,0.0,0.89,0.16,1.92,621139876.0,1,32796.43283,4,-3.29,1.08,97.46,16.59,0.26,3,3,3.0,0,15.17,1.89,1.37,11.93,2.4,8.88,-2.45,-5.5,8.46,1.17,52.0,8,33.0,56.59,77.54,39.99,46.11,10.59,0.93,0.0,73.72,48.5,78.55,26.53,24.95,66.68,84.55,31.41,86.45,58.79,28.15,65.61,62.17,41.38,93.18,46.19,33.37,78.22,68.53,66.39,86.49,0,0,1,0,0
F00000WTHL,Fidelity European Lgr Coms I-Acc-SGD,3,2,Large-Cap,0.0,6.37,14.99,12.8,26.58,5.31,8.65,0.0,0.85,0.16,1.92,621139876.0,1,32796.43283,4,-3.12,1.07,97.47,16.41,0.27,3,3,3.0,0,15.17,1.89,1.37,11.93,2.4,8.88,-2.45,-5.5,8.46,1.17,52.0,8,33.0,56.59,77.54,39.99,46.11,10.59,0.93,0.0,73.72,48.5,78.55,26.53,24.95,66.68,84.55,31.41,86.45,58.79,28.15,65.61,62.17,41.38,93.18,46.19,33.37,78.22,68.53,66.39,86.49,0,0,1,0,0
F000000KDC,Fidelity European Lgr Coms Y-Acc-EUR,3,2,Large-Cap,0.0,6.36,15.98,13.45,24.37,4.34,7.38,0.0,1.05,0.16,1.92,621139876.0,1,32796.43283,4,-3.45,1.08,97.53,16.56,0.25,3,3,3.0,0,15.17,1.89,1.37,11.93,2.4,8.88,-2.45,-5.5,8.46,1.17,52.0,8,33.0,56.59,77.54,39.99,46.11,10.59,0.93,0.0,73.72,48.5,78.55,26.53,24.95,66.68,84.55,31.41,86.45,58.79,28.15,65.61,62.17,41.38,93.18,46.19,33.37,78.22,68.53,66.39,86.49,0,0,1,0,0
FOGBR05KLS,Fidelity European Smlr Coms A-Acc-EUR,3,3,Mid_Small-Cap,0.0,10.68,27.37,21.63,56.26,10.14,12.63,5.25,1.93,-0.34,1.42,1351816866.0,5,1761.1724,4,0.52,1.07,97.35,21.6,0.51,3,3,3.0,0,18.05,1.95,1.43,11.83,1.06,13.38,-20.67,-4.87,11.67,3.53,167.0,21,28.0,52.87,71.52,2.0,0.76,50.29,33.63,8.94,24.16,12.69,29.63,90.68,75.31,97.38,23.64,5.85,91.78,19.42,11.05,64.67,15.82,2.63,15.98,82.81,62.4,93.81,9.93,7.23,10.58,0,0,0,1,0
F000001ATM,Fidelity European Smlr Coms Y-Acc-EUR,4,3,Mid_Small-Cap,0.0,10.92,27.91,22.13,57.57,11.08,13.58,0.0,1.08,-0.34,1.42,1351816866.0,5,1761.1724,4,1.35,1.08,97.35,21.64,0.55,3,3,3.0,0,18.05,1.95,1.43,11.83,1.06,13.38,-20.67,-4.87,11.67,3.53,167.0,21,28.0,52.87,71.52,2.0,0.76,50.29,33.63,8.94,24.16,12.69,29.63,90.68,75.31,97.38,23.64,5.85,91.78,19.42,11.05,64.67,15.82,2.63,15.98,82.81,62.4,93.81,9.93,7.23,10.58,0,0,0,1,0
F00000MTVL,Fidelity FIRST European Value A EUR Acc,2,2,Large-Cap,0.0,6.74,21.44,18.79,33.91,2.48,5.63,5.25,1.94,0.1,4.5,29448798.0,1,27500.216689999997,3,0.08,1.0,98.47,19.36,0.15,3,3,3.0,0,12.13,1.24,1.25,9.08,3.05,11.6,-4.9,-6.05,-2.24,1.38,78.0,2,33.0,48.34,66.15,36.06,43.77,16.29,1.07,0.0,81.02,69.36,97.24,17.87,8.04,36.19,52.28,11.05,95.42,77.16,45.79,93.52,53.31,16.68,80.36,26.72,16.71,54.73,61.38,47.99,85.76,0,0,1,0,0
F00000MTVM,Fidelity FIRST European Value Y EUR Acc,3,2,Large-Cap,0.0,6.94,21.99,19.23,35.06,3.36,6.53,0.0,1.09,0.1,4.5,29448798.0,1,27500.216689999997,4,0.92,1.0,98.46,19.37,0.19,3,3,3.0,0,12.13,1.24,1.25,9.08,3.05,11.6,-4.9,-6.05,-2.24,1.38,78.0,2,33.0,48.34,66.15,36.06,43.77,16.29,1.07,0.0,81.02,69.36,97.24,17.87,8.04,36.19,52.28,11.05,95.42,77.16,45.79,93.52,53.31,16.68,80.36,26.72,16.71,54.73,61.38,47.99,85.76,0,0,1,0,0
