SecId,Name,StarRatingM255,SustainabilityRank,Yield_M12,GBRReturnW1,GBRReturnM1,GBRReturnM3,GBRReturnM6,GBRReturnM0,GBRReturnM12,GBRReturnM36,GBRReturnM60,MaxFrontEndLoad,OngoingCostActual,TransactionFeeActual,ManagerTenure,FundTNAV,EquityStyleBox,AverageMarketCapital,MorningstarRiskM255,AlphaM36,BetaM36,R2M36,StandardDeviationM36,SharpeM36,ReturnProfilePreservation,ReturnProfileIncome,ReturnProfileHedging,TrackRecordExtension,Cat_Flex-Cap,Cat_Income,Cat_Large-Cap,Cat_Mid_Small-Cap,Cat_Miscellaneous
F00000WZG7,Candriam Eqs L Eurp Innovt R EUR Cap,5,3,0.0,1.35,3.11,9.04,16.16,12.8,28.54,14.56,13.8,3.5,1.1,0.19,9.42,1345616556.0,3,20545.31899,3,2.76,0.98,90.14,13.72,0.99,2,3,3.0,True,0,0,1,0,0
F0GBR04DEW,Invesco UK Opports (UK) (Acc),4,1,1.34201,-0.24,1.11,10.15,17.1,16.63,27.9,1.73,6.48,0.0,1.66,0.28,13.0,827376499.0,1,16017.534269999998,4,-0.18,1.17,91.67,19.77,0.15,3,3,3.0,False,0,0,1,0,0
F0GBR04RSV,BMO Select European Equity 1 Acc,3,5,0.0,1.68,3.08,7.15,4.17,1.03,15.41,5.8,11.19,5.0,1.72,0.41,6.08,266941689.0,3,23201.10457,3,-2.19,0.94,85.48,16.44,0.39,2,2,2.0,False,0,0,0,0,1
F0GBR054AX,Pictet-Quest Europe Sust Eqs I EUR,5,5,0.0,1.62,5.41,9.62,18.7,15.63,29.03,9.85,9.0,5.0,0.79,0.09,18.67,869014539.0,2,35619.986000000004,2,2.23,0.97,94.3,15.12,0.59,3,3,3.0,False,0,0,1,0,0
F00000P7MS,AXA Framlington UK Growth Z GBP Acc,5,3,1.09914,-0.32,1.76,10.27,12.99,8.16,15.3,6.82,8.59,0.0,0.84,0.26,0.42,132561799.0,5,6933.63146,3,4.86,0.93,84.99,16.27,0.45,2,3,3.0,True,0,0,1,0,0
F00000GXE7,BMO European Real Estate Scs B Acc EUR,5,4,0.0,2.74,6.11,15.83,9.97,8.91,20.75,6.65,8.83,5.0,1.35,0.53,11.17,49097101.0,5,4445.90724,2,1.66,0.8,87.87,16.41,0.35,2,1,2.0,False,0,0,0,0,1
F00000WQ4H,Trojan Ethical Income Fund O Acc,5,4,2.01919,0.48,0.04,7.8,6.39,5.18,7.12,6.3,6.65,0.0,1.02,0.15,5.42,302014571.0,2,17420.33731,1,4.12,0.62,76.38,11.55,0.51,2,1,2.0,False,0,1,0,0,0
F000002KDL,JPM UK Equity Growth A Net Acc,4,3,0.8157300000000001,0.0,0.47,10.7,17.75,14.38,25.31,4.17,8.74,0.0,1.54,0.86,11.08,191182116.0,5,8911.36114,2,2.39,1.0,86.9,17.31,0.3,3,3,3.0,False,1,0,0,0,0
F0GBR04ACS,Schroder ISF Italian Equity C Acc EUR,4,2,0.0,0.41,8.25,10.54,22.78,18.18,48.23,7.75,9.95,1.0,1.05,0.31,6.33,157891272.0,2,9769.67196,3,-0.05,0.96,95.75,21.73,0.39,2,3,3.0,True,0,0,0,0,1
F000002KQ5,ASI Europe ex UK Income Equity I Acc,3,3,2.1448400000000003,1.1,4.05,7.51,11.14,9.67,22.18,7.61,10.17,0.0,0.86,0.13,12.17,660734710.0,2,35663.42147,3,-1.53,1.02,96.42,15.95,0.49,2,1,3.0,False,0,0,0,0,1
F000000IK5,BSF European Opps Extension A2 EUR,5,3,0.0,2.49,7.14,13.06,23.17,18.86,45.69,13.65,14.02,5.2632,1.88,0.27,13.83,578692250.0,3,12171.74125,3,6.05,0.96,84.17,16.68,0.77,3,1,3.0,False,1,0,0,0,0
F00000JWLJ,RWC Enhanced Income Fund A GBP Acc,2,4,0.0,1.32,0.48,8.18,18.61,19.73,27.72,2.94,4.58,5.0,1.95,-0.11,10.67,107945057.0,1,13601.89773,1,1.09,0.84,75.02,15.59,0.22,2,1,2.0,False,0,0,1,0,0
F0000021NU,GAM Star European Equity A EUR Acc,3,3,0.0,0.09,2.36,7.63,17.27,12.5,36.9,10.89,10.84,5.0,1.71,0.46,11.5,435189022.0,3,28068.32387,5,-2.61,1.18,87.65,16.31,0.65,2,3,3.0,False,0,0,1,0,0
F00000WRZP,ASI UK Smaller Companies Inst A Acc,3,3,0.0,-0.19,2.09,14.96,14.48,10.78,26.26,11.15,14.83,0.0,1.69,0.06,24.42,2009542411.0,9,1174.39149,2,5.05,0.66,62.14,20.08,0.62,2,3,3.0,False,0,0,0,1,0
F00000WG1B,Schroder ISF Swiss Equity Z Acc CHF,3,2,0.0,1.32,7.69,9.27,17.95,13.87,29.18,11.08,11.32,0.0,0.92,0.08,13.42,196780607.0,2,24138.42202,4,-2.89,1.09,88.61,11.77,0.93,2,3,3.0,False,0,0,0,0,1
F00000X3QF,Schroder Global Recovery L Acc GBP,2,2,1.1478,0.5,3.49,7.33,19.68,19.9,40.9,6.05,11.43,0.0,0.87,0.67,5.67,1031532855.0,1,8727.01012,4,-7.14,1.3,79.89,21.78,0.36,2,3,3.0,False,1,0,0,0,0
F00000S7JR,JPM Euroland Dynamic C perf (acc) EUR,4,2,0.0,0.55,5.79,11.69,26.7,21.05,47.01,8.61,10.87,0.0,0.95,1.19,9.75,92278565.0,2,20432.26092,4,1.12,1.09,97.08,20.02,0.46,3,3,3.0,False,0,0,1,0,0
F0GBR069TA,DWS Invest European Small Cap LC,3,3,0.0,0.43,2.79,8.32,28.75,19.62,55.23,11.18,12.46,5.0,1.66,0.28,12.17,101921068.0,5,3239.23577,5,0.58,1.24,95.96,23.37,0.53,3,3,3.0,False,0,0,0,1,0
F0GBR04V7X,Dimensional UK Value Acc,1,1,2.08117,0.08,-0.38,7.12,20.12,19.14,26.71,-0.03,6.91,0.0,0.38,0.15,11.83,404834219.0,1,15012.94123,5,-1.87,1.44,92.06,24.29,0.09,2,2,3.0,False,0,0,1,0,0
F00000Q486,Montanaro European Smlr Comp Instl € Acc,4,4,0.0,0.26,6.42,8.43,20.21,12.37,42.3,14.06,14.18,0.0,0.59,1.16,2.92,435004759.0,6,3260.79454,2,6.68,0.81,88.4,17.34,0.83,2,2,2.0,False,0,0,0,1,0
F00000W9ND,State Street UK Index Equity I GBP,2,2,0.0,0.22,-0.13,6.61,10.11,11.94,12.39,0.16,5.62,0.0,0.3,0.05,5.75,168814711.0,1,37201.27952,1,-2.2,0.95,97.93,15.56,0.03,3,3,3.0,True,0,0,1,0,0
F0GBR04DL1,Schroder European Sm Cos Acc,2,3,0.0,1.43,7.37,10.83,17.02,12.7,44.57,5.9,14.22,0.0,1.69,0.31,9.58,168765959.0,6,2498.8551,4,-4.38,1.06,95.72,21.34,0.35,2,3,3.0,False,0,0,0,1,0
F0GBR06IOE,GAM Star Continental Eurp Eq EUR Acc,4,3,0.0,0.29,2.45,7.61,16.49,13.42,34.11,9.75,9.79,5.0,1.39,0.46,11.5,567098590.1,3,27020.879160000004,3,0.36,1.0,90.9,16.37,0.58,2,3,3.0,False,0,0,0,0,1
F00000W0YB,Brook European Focus A EUR Acc,3,1,0.0,-0.19,1.89,8.61,25.7,24.92,48.21,9.51,9.23,5.0,1.25,0.34,6.0,481591892.0,1,18125.58778,5,0.84,1.22,73.28,22.43,0.43,2,2,2.0,True,0,0,1,0,0
F0GBR04F7W,BGF European Special Situations A2,4,4,0.0,2.09,7.63,11.68,17.3,13.2,33.91,12.55,11.67,5.2632,1.82,0.2,0.25,1185509222.0,3,20589.30162,4,-0.97,1.11,94.48,15.05,0.76,3,1,3.0,False,0,0,1,0,0
F0GBR053Y9,LF Majedie UK Equity B Acc,4,4,1.83041,-0.28,0.83,8.99,14.12,12.14,21.04,1.83,6.97,0.0,0.0,0.3,18.25,992902689.0,5,9157.9732,3,-0.19,1.04,94.39,17.34,0.15,2,2,2.0,False,0,0,1,0,0
F00000LL8V,UBS (Lux) EF Mid Caps Europe (EUR) I-B,5,5,0.0,-0.49,1.77,7.69,19.82,15.72,43.11,13.36,14.03,5.0,0.08,0.01,2.17,201728866.0,2,10129.91639,3,4.25,0.97,98.23,17.88,0.74,3,3,3.0,False,0,0,0,1,0
F0000155B3,Jupiter European Special Sit J GBP Acc,2,5,0.0,3.41,6.83,9.94,7.9,7.2,19.32,5.58,9.25,,1.44,0.09,1.0,324652087.0,3,33335.87314,2,-2.77,0.91,92.27,15.05,0.36,3,3,3.0,True,0,0,0,0,1
F000000JZ1,Schroder ISF Eurp Div Mxmsr I Acc EUR,2,2,0.0,0.65,5.23,6.94,15.98,12.74,17.88,-3.06,2.71,0.0,0.07,0.42,5.17,307760926.0,2,22592.0049,4,-9.0,1.06,91.7,17.62,-0.18,2,1,3.0,False,0,1,0,0,0
F00000J00Q,Finlabo Inv Dynamic Equity P,2,3,0.0,-0.65,-0.59,5.12,16.81,16.2,16.32,-1.17,0.71,3.0,2.37,1.02,11.0,67450562.0,4,3724.4346200000014,3,-3.47,0.34,48.59,6.17,-0.35,2,3,3.0,False,0,0,0,0,1
F000000RDD,Alken Small Cap Europe R,2,2,0.0,-0.46,1.65,8.58,26.2,21.91,45.86,-1.1,6.3,3.0,2.21,0.42,10.75,106832695.0,5,2064.21596,5,-10.02,1.07,86.61,23.51,0.02,3,3,3.0,False,0,0,0,1,0
F00000WN52,Courtiers UK Equity Income I Acc,5,5,1.60676,0.23,0.06,8.92,25.48,23.66,38.94,7.67,10.87,0.0,0.75,0.55,5.58,23574257.0,4,4225.8153,5,6.15,1.56,84.98,27.4,0.38,2,1,3.0,False,0,1,0,0,0
F000003YGM,Aegon UK Equity Income GBP B Acc,3,3,2.04548,0.36,1.08,9.3,14.76,14.04,17.55,2.27,5.57,0.0,0.68,0.05,12.0,50422051.0,1,14967.98894,3,-0.11,1.11,94.61,18.44,0.16,2,1,3.0,False,0,1,0,0,0
F00000LPRQ,Metropole Selection P,2,2,0.0,-0.87,0.98,6.28,20.39,20.19,37.7,0.63,3.86,4.0,2.28,0.35,18.58,519106080.0,1,21503.91128,5,-1.83,1.17,95.09,23.75,0.07,3,3,3.0,False,0,0,1,0,0
F00000OZTY,L\u0026G UK Index F Acc,3,3,2.39554,0.06,0.12,8.01,11.93,11.51,16.16,2.06,6.72,0.0,0.34,0.03,7.75,6797077148.0,1,21945.5144,3,-0.32,1.04,97.0,17.06,0.15,3,3,3.0,False,0,0,1,0,0
F00000OU93,Threadneedle UK Eq Inc Z Acc GBP,5,4,2.52467,0.21,0.74,9.25,12.82,12.05,21.16,3.7,7.08,3.0,0.82,0.06,10.75,3761800978.0,4,9030.58174,3,1.51,1.07,90.16,18.2,0.24,3,1,3.0,True,0,1,0,0,0
F0GBR068QC,BGF European Focus A2,3,5,0.0,2.1,7.32,11.88,20.56,16.06,44.94,14.94,10.51,5.2632,1.85,0.43,2.0,343606880.0,3,21074.45615,4,0.84,1.11,90.04,15.12,0.87,3,1,3.0,False,0,0,1,0,0
F0GBR06LJE,Schroder ISF Eurp Spec Sits I Acc EUR,4,3,0.0,1.56,7.31,8.81,17.68,12.43,37.34,12.52,13.53,0.0,0.06,0.19,15.25,624724385.0,3,16566.3373,5,-1.53,1.19,87.68,16.46,0.71,2,3,3.0,False,0,0,1,0,0
F0GBR04NOG,AXAWF Fram Europe Opps F Cap EUR,4,3,0.0,1.22,5.45,9.61,19.25,17.25,30.98,7.2,8.15,2.0,1.02,0.31,17.08,388102521.0,2,44299.18474,3,-0.13,0.99,96.7,15.78,0.43,3,3,3.0,False,0,0,1,0,0
F000015ID4,Premier Miton Mly Inc A acc,1,2,2.8968,0.18,-0.81,8.59,10.23,10.37,7.89,-7.27,-2.79,,1.65,0.6,0.58,266097930.0,1,21209.05137,4,-9.06,1.26,82.75,22.44,-0.25,3,1,3.0,True,0,1,0,0,0
F00000OBQT,Franklin UK Equity Income W Acc,5,3,3.55988,0.54,0.77,9.44,13.05,12.52,15.11,3.25,7.05,0.0,0.52,0.32,9.67,872501749.0,1,19886.4748,3,0.81,1.1,94.72,18.28,0.21,3,1,3.0,True,0,1,0,0,0
F0GBR04UML,HL Multi-Manager Income \u0026 Growth A Acc,3,4,2.7112,0.41,0.65,8.51,13.66,12.41,20.43,-0.77,3.89,5.0,1.24,0.15,18.75,2447548908.0,4,8310.22388,3,-2.57,1.14,92.5,19.1,0.03,2,1,2.0,False,0,1,0,0,0
F0GBR06L2K,Santander Europe (Excluding UK) Eqs A,3,3,1.4509299999999998,1.17,5.41,11.52,14.28,13.16,29.51,8.09,11.62,0.0,0.76,0.06,2.75,71714677.0,2,25605.188680000007,4,-1.94,1.12,98.26,17.21,0.48,2,1,2.0,False,0,0,0,0,1
F0GBR04OBD,Halifax European C,3,3,0.6234,1.47,5.66,10.69,12.43,11.93,25.63,7.45,11.95,0.0,0.28,0.35,34.0,366587238.0,2,36481.63442,3,-2.24,1.09,97.84,16.73,0.46,2,2,2.0,False,0,0,0,0,1
F000000ARY,MSMM Eurozone Equity A Rtl EUR,3,2,0.0,0.18,2.44,9.35,19.54,17.57,35.37,4.21,6.96,5.0,2.05,0.4,2.25,122128014.0,2,15314.47801,4,-3.27,1.08,97.24,19.72,0.24,2,2,2.0,False,0,0,1,0,0
F00000WY1P,AXAWF Fram UK F Cap GBP,4,3,0.0,-0.69,1.0,8.24,14.39,10.43,19.54,5.3,8.88,2.0,1.01,0.27,5.25,437506293.0,5,4649.22436,2,3.74,1.02,85.51,17.8,0.37,3,3,3.0,False,1,0,0,0,0
F00000OKH9,L\u0026G UK Smaller Companies F Acc,1,1,0.47908,0.86,4.24,16.65,26.67,21.09,41.24,5.53,7.85,0.0,1.03,0.07,19.92,300990515.0,9,1034.55778,2,-2.38,0.8,87.5,20.5,0.32,3,3,3.0,False,0,0,0,1,0
F000000RTO,GAM Multistock Luxury Brands Eq CHF B,4,5,0.0,-0.51,2.66,5.46,17.69,13.26,40.79,8.7,16.02,5.0,2.05,0.06,2.25,352575804.0,3,29626.73404,4,-1.29,0.98,66.29,16.17,0.66,2,3,3.0,False,0,0,0,0,1
F00000V83C,Kairos Intl SICAV KEY Y,1,4,0.0,0.93,0.53,7.0,7.1,7.37,8.11,-0.33,2.52,0.0,2.06,0.63,1.92,69863246.0,4,6591.0832,4,-4.94,0.86,85.88,15.16,-0.03,3,3,3.0,False,0,0,0,0,1
F000001ATJ,Fidelity Euro Blue Chip Y-Acc-EUR,4,3,0.0,0.54,3.28,4.23,13.3,11.63,25.71,6.25,7.27,0.0,1.08,0.46,1.83,295480902.0,2,28785.11445,3,-0.2,0.95,95.45,17.47,0.39,3,3,3.0,False,0,0,1,0,0
F0GBR04KO2,MFS Meridian UK Equity A1 GBP,2,3,0.0,0.48,0.0,7.23,10.15,9.8,12.5,1.94,5.41,6.0,1.95,0.2,13.0,30733683.0,2,13127.04604,1,-0.14,0.93,95.52,15.33,0.16,3,3,3.0,True,0,0,1,0,0
F00000OJM6,iShares Mid Cap UK Equity Idx (UK) A Acc,2,4,1.05185,0.12,1.05,9.44,16.33,12.35,27.0,4.77,8.1,5.0,0.52,0.29,5.25,690113414.0,5,3231.49155,3,0.57,0.94,97.84,20.98,0.31,3,1,3.0,False,0,0,0,1,0
F00000OO8D,M\u0026G Smaller Companies GBP I Acc,3,3,0.23853,-2.11,0.48,14.93,24.47,16.79,40.87,8.71,12.58,0.0,0.85,0.12,10.42,320863140.0,9,866.079,3,1.83,0.89,87.24,22.8,0.51,3,3,3.0,True,0,0,0,1,0
F0000000K6,Allianz Europe Equity Growth IT EUR,5,5,0.0,1.59,5.42,10.28,21.9,15.93,37.98,14.0,12.98,2.0,0.95,0.03,11.67,6691025571.0,3,28895.78967,5,-0.32,1.2,92.37,16.28,0.81,3,1,3.0,True,0,0,1,0,0
F00000UEXJ,iShares UK Equity Index (UK) H Acc,4,3,2.41362,0.07,0.14,8.14,12.19,11.75,16.36,2.23,7.1,5.0,0.05,0.29,5.25,11285205172.0,2,22096.38012,3,0.03,1.05,96.77,17.29,0.17,3,1,3.0,False,0,0,1,0,0
F0GBR061IH,Schroder ISF Swiss S&M Cap Eq I Acc CHF,4,1,0.0,0.41,8.1,8.39,20.26,15.37,39.95,10.35,13.97,0.0,0.03,0.12,11.33,160382978.0,6,4227.14817,3,3.96,0.88,94.15,13.87,0.81,2,3,3.0,False,0,0,0,1,0
FOGBR05U53,WS Kleinwort Hambros Eq Inc A Acc,2,3,3.0296,0.74,1.3,8.01,11.62,9.74,18.45,-0.43,3.51,7.0,2.4,0.01,8.5,45384625.0,1,10363.85339,4,-1.96,1.15,89.9,19.64,0.06,2,1,2.0,False,0,1,0,0,0
F00000MEQK,BlackRock Continental Eurp Inc D Acc,4,3,2.35556,1.94,3.75,6.79,6.83,5.35,21.1,9.79,11.03,0.0,0.93,0.26,10.08,1762210116.0,2,33471.24661,2,1.64,0.91,94.01,14.59,0.67,3,1,3.0,False,0,0,0,0,1
F0GBR05ZM4,PineBridge Europe Research Enhanced Eq A,2,2,0.0,0.65,4.46,9.87,18.35,14.56,39.14,5.75,7.89,6.0,2.05,1.08,9.33,42419769.0,2,31111.16128,3,-2.94,1.06,98.2,16.23,0.28,2,2,2.0,False,0,0,1,0,0
F000000GR3,Sanlam Active UK A GBP,2,4,0.0,-0.04,-0.89,6.34,9.64,7.7,13.02,1.78,6.33,0.0,1.03,0.05,14.17,130826895.0,2,13469.27734,3,-0.16,1.11,89.16,19.02,0.15,2,3,3.0,False,1,0,0,0,0
F0GBR059Y0,Schroder Sustainable UK Equity Z Acc,3,3,2.55291,-0.55,-0.17,6.34,11.76,10.63,22.3,1.5,6.36,0.0,0.83,0.16,2.67,49810058.0,5,8536.10528,4,-0.21,1.16,93.14,19.43,0.15,2,1,3.0,False,0,0,1,0,0
F0GBR04X5Y,JPM Europe Select Equity X (acc) EUR,5,3,0.0,1.44,5.1,9.83,18.96,15.09,30.82,9.42,10.59,0.0,0.15,0.97,8.58,1266307007.0,2,51186.60791,4,1.26,1.03,97.43,16.09,0.53,3,3,3.0,False,0,0,1,0,0
F00000GZXH,UBS (Lux) Eq Eurp Opp Sst (EUR) I-A1 acc,5,3,0.0,1.21,2.93,8.64,15.51,11.3,27.93,12.23,10.25,5.0,0.81,0.47,10.42,502681981.0,3,37901.44834,2,5.37,0.85,93.87,13.84,0.81,3,3,3.0,False,0,0,1,0,0
F0GBR06G72,SEI GMF Eurp Ex-UK Eq EUR Instl A Acc,3,2,0.0,0.28,2.48,9.7,20.32,18.79,32.68,8.15,10.76,0.0,0.23,0.55,20.75,200911463.0,2,14838.90606,4,-2.5,1.11,98.14,17.28,0.45,3,3,3.0,False,0,0,0,0,1
F00000VEYN,Ninety One UK Equity Income A Acc,4,4,1.08725,0.29,0.43,10.02,9.57,8.76,9.12,4.24,6.68,0.0,1.56,0.39,1.83,162259914.0,2,18647.47401,1,2.22,0.78,75.22,14.55,0.3,2,1,2.0,True,0,1,0,0,0
F00000ONYS,BlackRock Global Equity D GBP Acc,2,2,1.96726,0.45,0.0,7.87,10.24,9.91,18.3,7.25,11.21,0.0,0.22,0.09,15.83,503332140.0,2,43052.79927,4,-4.67,1.07,95.82,15.41,0.49,3,1,3.0,False,0,0,1,0,0
F00000V4Q4,BlackRock Systm Continen Euro A GBP Acc,3,3,1.15635,1.42,6.31,11.63,14.82,13.69,29.06,8.75,12.47,5.0,1.15,0.47,6.5,12142921.0,2,31261.18665,3,-0.73,1.05,97.1,16.16,0.55,3,3,3.0,False,0,0,0,0,1
F0GBR04N5Q,Danske Invest Denmark Focus A,2,3,0.0,0.87,4.76,12.58,15.68,10.44,35.83,14.5,10.62,0.0,1.77,0.06,10.92,51672253.0,3,15684.04591,3,-5.15,1.06,79.77,15.09,0.89,3,2,3.0,False,0,0,0,0,1
F000005GZZ,Ninety One GSF European Eq A Acc EUR,4,2,0.0,0.4,1.75,7.08,19.04,15.79,23.54,4.57,7.63,5.0,1.91,0.6,9.17,1061559744.0,2,15918.98392,4,-2.69,1.03,94.12,16.07,0.28,2,2,2.0,True,0,0,1,0,0
F00000OO8L,M\u0026G UK Select GBP I Acc,5,2,1.37212,-0.57,1.02,7.58,10.47,6.74,18.98,5.18,8.47,0.0,0.7,0.14,2.08,556768207.0,6,7414.87617,3,3.48,0.96,87.97,16.62,0.37,3,3,3.0,True,0,0,1,0,0
F00000SVX3,Schroder Moorgate I M GBP Acc,3,3,2.6086,0.17,0.97,8.19,18.57,18.67,27.4,-0.23,6.89,10.0,0.79,0.04,7.83,65606430.0,1,17141.18513,4,-2.03,1.28,85.58,22.34,0.07,2,1,3.0,False,0,1,0,0,0
F0GBR063MT,GS Europe CORE Equity Base Acc EUR,3,3,0.0,1.1,5.81,10.87,22.27,19.04,33.66,5.91,8.95,5.5,1.4,0.44,14.42,1475974337.0,2,32165.89553,4,-2.14,1.09,96.65,16.69,0.33,2,3,3.0,True,0,0,1,0,0
F00000V4X6,Mandarine Unique S&M Caps Europe B3 GBP,3,4,0.0,0.74,2.28,8.32,7.61,8.3,23.09,7.98,12.59,2.0,1.2,0.29,3.08,407052685.0,6,4618.638660000001,2,0.71,0.86,92.85,16.71,0.51,2,2,2.0,False,0,0,0,1,0
F00000P7AC,Liontrust UK Ethical 2 Net Acc,5,5,0.7783899999999999,0.43,0.21,8.41,14.82,9.53,26.09,11.25,13.57,0.0,0.82,0.02,8.58,866611261.0,6,3212.78874,3,9.0,1.12,85.11,19.67,0.61,2,3,3.0,True,1,0,0,0,0
F00000PXES,BNP Paribas Europe Eq C C,3,4,0.0,0.77,1.7,7.9,14.09,12.53,23.48,6.03,7.78,3.0,1.97,0.07,8.08,1218564211.0,2,46362.77912,2,-0.56,0.92,95.8,14.61,0.4,3,3,3.0,True,0,0,1,0,0
F0GBR04S54,JPM UK Equity Value A Net Acc,2,2,1.84077,-0.1,-0.4,9.14,21.51,19.1,27.94,0.32,5.78,0.0,1.28,0.39,11.08,59098073.0,4,8895.74745,4,-1.23,1.4,93.81,23.36,0.11,3,1,3.0,False,1,0,0,0,0
F000002KPD,AXA Framlington UK Equity Income R £ Acc,3,3,3.26931,-0.42,0.19,9.38,10.59,8.46,13.23,3.01,5.45,5.25,1.6,0.1,2.58,79234165.0,2,12248.67579,2,1.06,0.94,89.19,16.11,0.23,2,1,3.0,False,0,1,0,0,0
F0000043NQ,FP Octopus UK Equity B Acc,3,4,0.9119,0.53,1.05,8.45,13.65,11.11,22.88,1.99,6.38,0.0,1.17,0.18,11.75,16807143.0,5,7206.461440000001,2,0.23,1.07,91.4,18.04,0.18,2,3,2.0,False,1,0,0,0,0
F0GBR04DHW,BMO Responsible UK Equity 1 Acc,3,4,0.14894000000000002,0.41,2.1,12.44,15.5,12.89,21.53,4.68,9.04,5.0,1.71,0.23,12.0,515066873.0,5,7217.051429999998,3,2.8,1.08,87.83,18.55,0.31,2,2,2.0,False,1,0,0,0,0
F00000PXHO,BNP Paribas Germany Mlt-Fac Eq C C,2,3,0.0,-0.27,0.48,6.67,11.17,8.56,18.37,0.6,5.73,3.0,1.98,0.14,3.58,61910918.0,2,24633.34574,3,-5.99,0.99,95.87,19.65,0.07,3,3,3.0,True,0,0,0,0,1
F000002DGO,MI Charles Stanley UK \u0026 Intl Gr A Acc,2,3,1.13133,0.32,0.16,7.62,8.58,8.74,15.19,5.01,8.34,0.0,1.47,0.01,12.5,110712147.0,2,32709.0545,4,-6.66,1.07,95.33,15.61,0.36,2,3,3.0,False,0,0,1,0,0
F00000OSWI,Jupiter Responsible Inc I Acc,3,4,2.2829900000000003,-0.13,0.33,9.41,14.05,11.91,19.13,3.21,5.51,0.0,0.93,-0.01,0.33,47341487.0,1,13183.03121,2,1.22,1.02,92.63,17.21,0.23,3,1,3.0,True,0,1,0,0,0
F00000OKC5,Fidelity Enhanced Income W Acc,3,2,5.49029,0.34,0.4,8.81,9.29,9.05,10.01,1.0,2.05,0.0,0.92,0.1,12.33,317110128.0,1,41683.78191000001,1,-1.23,0.84,93.68,13.99,0.08,3,1,3.0,True,0,1,0,0,0
F00000WRZM,ASI UK Unconstrained Equity Inst A Acc,1,1,0.0,0.03,-0.38,7.04,24.93,21.09,44.5,-0.93,5.1,0.0,1.9,0.31,6.0,448078571.0,5,2279.99437,5,-1.05,1.68,86.3,29.16,0.12,2,3,3.0,False,1,0,0,0,0
F00000V2ZN,MFS Meridian European Core Eq C1 USD,2,4,0.0,0.67,5.01,9.89,15.4,11.44,36.18,8.13,11.09,0.0,2.8,0.06,12.92,124207372.0,2,24082.77175,3,-5.73,1.1,91.53,14.83,0.44,3,3,3.0,False,0,0,1,0,0
F0GBR06N2I,SPW Multi-Manager UK Eq Growth A Acc,2,4,0.6998800000000001,0.43,0.16,7.36,16.1,14.41,23.32,2.02,6.57,5.0,0.62,0.65,16.67,88528576.0,5,9082.66373,5,-0.1,1.25,95.65,20.65,0.16,2,2,2.0,False,0,0,1,0,0
F00000WN53,Courtiers UK Equity Income Retl R,4,5,1.2509,0.25,0.06,8.79,25.02,23.32,37.89,6.89,9.96,0.0,1.5,0.55,5.58,23574257.0,4,4225.8153,5,5.4,1.56,84.96,27.43,0.35,2,1,3.0,False,0,1,0,0,0
F00000LZGI,Sycomore Sélection Responsable I,5,4,0.0,0.77,2.05,8.71,12.9,10.18,26.96,4.97,7.56,7.0,1.0,0.33,10.42,606157604.0,2,22916.4209,2,-1.12,0.85,89.92,16.74,0.3,2,2,2.0,False,1,0,0,0,0
F00000OWP8,HSBC Income Accumulation C,2,2,2.75964,0.02,-1.14,4.59,11.47,11.54,13.21,-0.86,2.89,0.0,0.84,0.16,0.5,135304853.0,1,23652.0354,3,-2.88,1.21,93.54,20.22,0.02,2,1,3.0,True,0,1,0,0,0
FOGBR05KLR,Fidelity European Dynamic Gr A-Acc-EUR,4,4,0.0,2.23,5.12,7.31,11.33,10.03,18.82,11.92,12.41,5.25,1.9,0.1,1.42,4378021173.0,3,21430.45207,3,-0.65,1.04,91.18,14.58,0.75,3,3,3.0,False,0,0,1,0,0
F00000OUII,Lazard European Alpha C Acc,2,3,0.90919,1.02,5.04,9.69,9.5,7.94,23.51,7.2,10.83,0.0,0.83,0.21,13.25,86614744.0,2,30284.51892,3,-2.1,1.1,97.13,17.34,0.46,3,3,3.0,True,0,0,0,0,1
F00000PZ8X,Close FTSE TechMark X Acc,2,2,0.91426,-0.43,1.85,9.26,10.49,7.58,24.72,13.26,13.04,0.0,0.67,0.14,5.67,45531548.0,5,3535.1178700000005,4,-5.97,0.91,69.52,17.92,0.75,2,2,2.0,True,0,0,0,0,1
F00000OOBN,M&G Pan Eurp Sel Smllr Coms GBP I Acc,3,2,0.25389,0.88,5.05,9.96,20.84,13.58,51.27,6.33,11.04,0.0,0.85,0.06,5.5,147085870.0,6,2096.75138,3,-1.98,1.03,93.91,21.16,0.38,3,3,3.0,True,0,0,0,1,0
F00000QHNK,Barings German Growth A USD Acc,2,2,0.10833,0.81,4.73,9.39,23.34,15.08,44.51,3.48,9.6,5.0,1.56,0.22,12.58,326017909.0,5,7860.65787,4,-5.04,1.15,93.73,22.77,0.16,3,3,3.0,False,0,0,0,0,1
F0GBR04AWZ,AS SICAV I European Eq A Acc EUR,3,5,0.0,2.52,5.22,5.57,11.23,7.61,20.54,11.11,11.47,5.0,1.7,0.28,5.75,401441872.0,3,31536.78496,3,-0.87,0.98,90.82,13.75,0.73,2,3,3.0,False,0,0,1,0,0
F0GBR04S8K,Man GLG Income Retail Acc A,3,2,4.2638099999999985,-0.07,-0.66,7.84,14.13,12.14,18.45,0.88,7.3,5.0,1.65,0.87,7.58,1780432513.0,4,8892.1822,5,-0.82,1.28,93.13,21.52,0.13,2,1,2.0,False,0,1,0,0,0
