SecId,Name,StarRatingM255,SustainabilityRank,Yield_M12,GBRReturnW1,GBRReturnM1,GBRReturnM3,GBRReturnM6,GBRReturnM0,GBRReturnM12,GBRReturnM36,MaxFrontEndLoad,OngoingCostActual,TransactionFeeActual,ManagerTenure,FundTNAV,AverageMarketCapital,MorningstarRiskM255,AlphaM36,BetaM36,R2M36,StandardDeviationM36,SharpeM36,ReturnProfilePreservation,ReturnProfileIncome,ReturnProfileHedging,TrackRecordExtension,Cat_Flex-Cap,Cat_Income,Cat_Large-Cap,Cat_Mid_Small-Cap,Cat_Miscellaneous,Size,Style
F00000M84R,Schroder ISF Eurp Alp Foc A Acc EUR,3,3,0.0,2.15,7.46,8.01,15.31,9.83,36.06,2.61,5.0,1.86,0.29,10.25,27033409.0,13043.003040000001,4,-5.67,1.22,80.81,20.8,0.15,2,3,3.0,0,1,0,0,0,0,1,3
F0GBR052FV,Candriam Quant Equities Europe C Acc EUR,3,3,0.0,0.67,2.31,9.45,20.09,17.92,29.13,6.36,3.5,1.9,0.37,18.25,359865450.0,34482.34393,3,-1.34,0.99,98.3,15.22,0.37,2,3,3.0,0,0,0,1,0,0,1,2
F0000155AX,Jupiter European J Acc,3,5,0.0,3.65,6.9,9.82,6.83,6.6,15.27,7.82,2.32,1.44,0.03,1.67,4303970576.0,22252.30111,1,1.28,0.76,76.96,13.98,0.56,3,3,3.0,1,0,0,0,0,1,1,3
FOGBR05KLU,Fidelity Germany A-Acc-EUR,5,4,0.0,0.76,4.74,6.99,16.27,13.25,23.54,6.55,5.25,1.92,-0.03,10.42,927791857.0,29120.630910000003,1,0.01,0.93,94.97,18.53,0.37,3,3,3.0,0,0,0,0,0,1,1,2
F00000PMQL,MFS Meridian European Research N1 USD,4,3,0.0,0.75,3.75,7.32,12.8,9.2,31.01,8.19,3.0,2.42,0.23,15.42,2400257298.0,26839.643119999997,1,0.82,0.84,95.22,13.17,0.49,3,3,3.0,0,0,0,1,0,0,1,2
F00000QJ57,iShares 350 UK Equity Index (UK) L Acc,4,3,2.53087,0.0,0.0,8.06,11.86,11.46,15.52,2.69,0.0,0.21,0.09,5.25,1075558321.0,23660.6426,3,0.47,1.05,96.68,17.2,0.19,3,1,3.0,0,0,0,1,0,0,1,2
F00000YIKF,New Capital Swiss Sel Eq GBP Inst AccUnH,1,3,0.0,0.64,4.6,10.98,11.38,8.78,27.21,5.6,5.0,0.99,0.65,7.25,80123826.0,3715.4069700000014,5,-2.48,1.05,92.4,17.07,0.36,2,2,2.0,0,0,0,0,1,0,2,3
F00000SGH5,Fidelity UK Opportunities W Acc,4,2,1.2903799999999999,0.46,1.02,9.95,24.24,18.83,35.52,6.22,0.0,0.67,0.17,6.5,579540655.0,4454.55475,3,4.33,1.2,88.92,20.67,0.37,3,1,3.0,1,1,0,0,0,0,2,2
F000001ATZ,Fidelity Switzerland Y-Acc-CHF,3,2,0.0,1.01,7.98,10.6,17.73,14.71,29.26,11.23,0.0,1.08,0.14,3.25,260018834.0,19604.994919999997,5,-1.53,1.05,88.21,12.11,0.99,3,3,3.0,0,0,0,0,0,1,1,2
F00000PXHF,BNP Paribas Euro Equity I C,5,5,0.0,0.55,2.06,8.78,14.66,13.71,26.18,7.02,0.0,0.96,0.09,8.08,1411333211.0,53074.75457,2,0.88,0.84,97.4,15.43,0.45,3,3,3.0,1,0,0,1,0,0,1,2
F0GBR04FHB,MainFirst Euro Value Stars Fund A,2,1,0.0,-0.23,2.07,9.47,21.96,19.37,44.77,4.56,5.0,1.8,-0.06,6.25,61839270.0,4726.386070000001,5,-3.76,1.34,94.84,24.96,0.26,3,3,3.0,0,1,0,0,0,0,2,1
F0GBR054F9,Quilter Investors UK Eq Idx A (GBP) Acc,3,3,2.16365,0.06,0.11,7.99,11.88,11.45,15.45,1.79,5.0,0.55,0.04,18.5,369919419.0,22093.8933,3,-0.41,1.04,96.83,17.05,0.14,2,3,3.0,0,0,0,1,0,0,1,2
F0GBR06P0W,Threadneedle UK Mid 250 Ins Acc GBP,3,4,0.18988,0.48,0.97,12.14,18.06,13.08,33.0,5.83,0.0,1.09,0.66,7.5,71775187.0,1717.9447100000002,3,1.43,0.96,90.4,22.23,0.34,3,3,3.0,0,0,0,0,1,0,3,3
F00000ZO5K,L\u0026G UK Special Situations C Acc,1,3,1.0926,0.4,1.71,10.4,18.8,16.03,24.43,-2.34,0.0,0.5,0.42,2.42,163908428.0,7868.67408,4,-4.17,1.44,90.23,24.46,-0.01,3,3,3.0,0,1,0,0,0,0,2,2
F000011007,DWS Invest CROCI Europe SDG LC,3,3,0.0,1.71,4.67,10.94,20.48,17.28,24.29,3.5,5.0,1.15,0.37,2.0,3170304.0,28016.96694,3,0.98,0.96,88.31,19.5,0.18,3,3,3.0,1,0,0,1,0,0,1,2
F00000OJM3,iShares 100 UK Equity Index (UK) A Acc,3,2,2.2827599999999997,0.0,-0.23,7.56,10.62,11.05,12.52,0.77,5.0,0.51,0.24,5.25,1849189145.0,35361.45911,3,-1.5,1.01,96.68,16.57,0.08,3,1,3.0,0,0,0,1,0,0,1,1
F0GBR04IIL,Merian European Equity L EUR Acc,2,2,0.0,0.72,5.14,10.8,26.07,21.47,37.94,7.34,5.0,1.95,0.38,2.17,44949399.0,15457.550959999999,4,-0.85,1.1,95.78,17.05,0.41,2,2,3.0,0,0,0,1,0,0,1,2
F0GBR05ZMI,Royal London UK FTSE4Good Tracker,3,3,2.0485599999999997,-0.08,-0.24,7.15,11.02,11.02,14.44,2.08,0.0,0.25,0.04,3.42,128611170.0,27360.781880000002,2,-0.11,0.98,96.48,16.22,0.16,2,3,3.0,0,0,0,1,0,0,1,2
F0GBR04NSH,Carmignac Pf Grande Europe A EUR Acc,4,4,0.0,1.41,2.33,5.77,12.13,9.48,25.18,13.61,4.0,1.79,0.13,4.58,743712455.0,27583.590860000004,3,1.38,1.0,91.74,14.06,0.89,3,3,3.0,0,0,0,1,0,0,1,3
F00000T0NO,New Capital Swiss Sel Eq CHF Ord Acc,2,3,0.0,-0.1,4.15,8.45,19.5,14.4,33.07,3.63,5.0,1.64,0.65,7.25,80123826.0,3715.4069700000014,5,-3.04,1.06,92.89,17.07,0.34,2,2,2.0,0,0,0,0,1,0,2,3
F00000W9ND,State Street UK Index Equity I GBP,2,2,0.0,0.22,-0.13,6.61,10.11,11.94,12.39,0.16,0.0,0.3,0.05,5.75,168814711.0,37201.27952,1,-2.2,0.95,97.93,15.56,0.03,3,3,3.0,1,0,0,1,0,0,1,1
F00000V667,Macquarie Valueinvest LUX Global B,2,3,0.0,0.92,1.83,6.21,11.44,11.48,14.44,9.5,5.0,0.93,0.11,19.5,518603329.0,29837.40862,1,1.32,0.62,80.0,10.37,0.77,2,2,2.0,0,0,0,1,0,0,1,1
F00000OWPE,Wellington Strategic Eurp Eq D EUR Acc,2,2,0.0,1.46,4.17,8.43,16.02,14.53,30.08,8.23,5.0,1.69,0.28,9.5,1241443924.0,12951.46813,4,-5.03,1.16,90.73,15.67,0.5,2,3,3.0,0,0,0,1,0,0,1,2
F00000JVNA,LO Funds Europe High Conviction EUR RA,4,5,0.0,1.09,1.51,8.69,15.64,13.28,23.56,8.32,3.0,2.66,0.03,10.67,952319245.0,17198.88829,1,2.3,0.85,89.99,14.14,0.57,2,2,2.0,1,1,0,0,0,0,1,2
F0GBR05VWQ,JPM Europe Equity A (acc) EUR,4,2,0.0,0.87,5.09,10.47,23.52,18.8,36.06,7.37,5.0,1.26,0.16,8.92,507542643.0,34311.80791,4,-0.92,1.12,97.34,17.32,0.41,3,3,3.0,0,0,0,1,0,0,1,2
F00000WPQ8,Magallanes V.I. UCITS European Eq I EUR,3,1,0.0,-0.26,1.08,10.24,25.94,24.74,52.14,5.53,0.0,1.5,0.11,5.5,363904970.0,5419.5968299999995,4,-3.27,1.3,88.56,21.32,0.29,3,3,3.0,0,1,0,0,0,0,2,1
F00000XY8K,Majedie Asset Management UK Eq Z EUR Acc,2,4,0.0,-0.19,1.7,8.38,20.09,16.76,24.01,1.52,0.0,0.8,0.25,7.25,57835299.0,9496.51425,3,-1.04,1.04,93.24,17.41,0.1,2,2,2.0,0,0,0,1,0,0,2,2
F0GBR04G99,Fidelity Instl Europe ex UK Acc,4,5,0.51152,2.46,5.89,9.89,9.03,5.86,26.19,12.39,0.0,0.91,0.33,3.83,112060634.0,32831.83101,3,3.38,0.97,93.59,15.85,0.77,3,3,3.0,0,0,0,0,0,1,1,3
F0000021NU,GAM Star European Equity A EUR Acc,3,3,0.0,0.09,2.36,7.63,17.27,12.5,36.9,10.89,5.0,1.71,0.46,11.5,435189022.0,28068.32387,5,-2.61,1.18,87.65,16.31,0.65,2,3,3.0,0,0,0,1,0,0,1,3
F0GBR04ABY,Invesco Pan European Equity A EUR Acc,3,2,0.0,0.81,4.26,8.2,22.74,18.82,34.52,1.38,5.0,1.98,0.24,17.92,1021952145.0,24518.09896,4,-0.94,1.06,96.79,20.38,0.1,3,3,3.0,0,0,0,1,0,0,1,1
F00000TFZM,BMO European Smaller Coms A Acc EUR,2,3,0.0,0.18,4.41,11.97,24.76,17.94,47.32,10.24,5.0,2.33,0.68,10.75,12444099.0,2115.22537,3,1.9,0.95,94.11,19.6,0.57,2,2,2.0,0,0,0,0,1,0,2,3
F00000PBLO,DNCA Invest SRI Europe Gr I EUR,5,3,0.0,2.11,4.19,13.24,19.24,17.04,32.76,13.88,2.0,1.05,0.47,8.5,1552091517.0,17438.50259,1,7.92,0.71,69.56,13.51,0.92,3,3,3.0,0,1,0,0,0,0,1,3
F000002K4L,Premier Miton Optimum Inc A acc,1,2,6.43311,0.21,-0.68,8.61,11.15,11.15,11.59,-3.09,4.0,1.82,0.54,3.67,63540371.0,21588.58164,5,-4.48,1.27,79.19,23.01,-0.04,3,1,3.0,0,0,1,0,0,0,1,1
F0GBR050DD,Aviva Investors UK Lstd Eq Uncons2GBPAcc,5,3,1.76737,0.43,0.86,11.22,20.8,19.24,38.48,8.42,0.0,0.82,0.99,2.75,221834259.0,15452.56645,5,6.55,1.52,89.45,25.92,0.41,2,1,3.0,0,0,0,1,0,0,1,1
F00000TW81,JB Eq Global Excell Eurp EUR C,4,4,0.0,1.39,2.91,10.86,17.77,15.3,27.31,11.95,5.0,0.97,0.34,6.92,104250702.0,50806.73099,2,0.26,0.95,95.33,12.83,0.83,2,3,3.0,0,0,0,1,0,0,1,3
F00000JRPL,Alken European Opportunities A,2,1,0.0,-0.57,0.97,8.87,19.48,17.96,21.09,-2.59,3.0,2.67,0.57,15.42,302981739.6,8156.620409999998,4,-10.12,1.15,84.46,19.55,-0.09,3,3,3.0,0,1,0,0,0,0,2,1
F0GBR04DQ1,JPM Europe Select Equity A (acc) EUR,3,3,0.0,1.41,4.96,9.4,18.05,14.3,28.81,7.74,5.0,1.7,0.97,8.58,1266307007.0,51186.60791,4,-0.29,1.03,97.43,16.07,0.44,3,3,3.0,0,0,0,1,0,0,1,2
F00000VKHB,TB Saracen UK Income B Acc,3,4,2.0623099999999996,0.17,0.79,10.39,22.76,20.91,34.92,4.3,0.0,1.48,0.74,6.25,2802138.0,2855.366330000001,5,3.39,1.57,88.98,26.99,0.29,2,2,2.0,0,0,1,0,0,0,2,1
F0GBR04TV9,Danske Invest Europe High Dividend A,3,2,0.0,0.31,2.42,5.68,14.29,13.04,21.51,6.21,3.0,1.87,0.02,15.0,10916278.0,37356.38945,3,0.42,0.94,94.66,15.24,0.36,3,2,3.0,0,0,1,0,0,0,1,1
F00000QS9T,Fidelity MoneyBuilder Dividend A Acc,2,2,2.24917,0.23,0.15,8.49,9.11,8.76,10.29,0.89,0.0,1.17,0.24,1.33,739569774.0,40829.865139999994,1,-1.36,0.87,94.58,14.49,0.07,3,1,3.0,0,0,1,0,0,0,1,1
F0GBR04SJW,AS SICAV I Eurp Eq Ex UK A Acc EUR,4,5,0.0,2.56,5.88,7.54,11.65,8.58,20.34,11.16,5.0,1.7,0.17,5.75,102474425.0,33061.066380000004,1,2.76,0.83,84.83,14.46,0.7,2,3,3.0,0,0,0,0,0,1,1,3
F00000SJ22,S\u0026W Revera UK Dynamic Corporate,2,3,1.15552,-0.34,0.56,6.81,13.78,11.83,17.83,3.47,0.0,0.8,0.22,12.75,150323290.0,4491.27015,3,1.79,1.15,87.03,19.97,0.25,2,3,3.0,0,1,0,0,0,0,2,1
F0GBR04RSV,BMO Select European Equity 1 Acc,3,5,0.0,1.68,3.08,7.15,4.17,1.03,15.41,5.8,5.0,1.72,0.41,6.08,266941689.0,23201.10457,3,-2.19,0.94,85.48,16.44,0.39,2,2,2.0,0,0,0,0,0,1,1,3
F00000U3Y2,Liontrust GF UK Growth C3 Instl Acc £,3,3,0.0,0.39,0.78,8.63,11.05,11.3,12.26,2.77,5.0,0.97,0.04,6.75,54535795.0,10233.68692,1,0.66,0.86,85.96,15.0,0.2,2,3,3.0,0,1,0,0,0,0,1,2
F000003YD1,Vanguard FTSE UK Eq Inc Idx £ Acc,3,1,4.30016,0.09,-0.49,6.62,11.77,12.45,11.35,-0.27,0.5,0.14,0.29,12.0,982948140.0,27674.81326000001,3,-2.66,1.09,96.14,17.95,0.02,2,2,3.0,0,0,1,0,0,0,1,1
F00000ZPT3,Danske Invest Sverige SA,3,3,0.0,0.82,5.83,7.89,23.3,20.91,49.34,17.77,0.0,1.32,0.06,3.58,560363424.0,12353.74862,4,1.23,1.01,90.89,18.32,0.92,3,2,3.0,1,0,0,0,0,1,1,3
F0GBR05VWM,JPM Europe Small Cap A (acc) EUR,3,3,0.0,0.33,4.99,9.55,27.32,17.72,53.97,6.98,5.0,1.75,0.91,22.58,641440110.0,2314.28931,4,-2.52,1.11,97.24,22.61,0.37,3,3,3.0,0,0,0,0,1,0,2,3
F0GBR04D43,Fidelity Sust European Equity A Acc,2,4,0.0,2.47,5.83,9.64,6.27,5.85,18.66,4.21,0.0,1.67,0.98,0.42,346244149.0,32835.76943,4,-4.99,1.08,92.83,17.43,0.28,3,3,3.0,0,0,0,0,0,1,1,3
F00000PWRH,Allianz Europe Equity Gr Sel AT EUR,3,5,0.0,1.65,5.57,10.81,23.18,16.35,35.01,13.63,5.0,1.85,0.03,8.08,997425799.0,37843.48487,4,-0.58,1.2,92.08,16.22,0.79,3,1,3.0,0,0,0,1,0,0,1,3
F00000W42B,Fidelity Global Dividend A-Acc-EUR,4,5,0.0,0.7,2.04,4.62,10.87,9.7,17.92,10.61,5.25,1.9,0.22,9.42,7625601325.0,56252.38186,1,3.23,0.84,93.14,10.89,0.84,3,1,3.0,0,0,1,0,0,0,1,1
F00000SJ08,BNP Paribas Europe Real Estt Scs I C,3,5,0.0,2.92,5.53,14.54,17.09,13.51,25.3,4.44,0.0,0.96,0.21,3.33,240458511.0,5158.0673799999995,4,-1.55,1.06,97.43,18.27,0.21,3,3,3.0,1,0,0,0,0,1,2,2
F0GBR06WS6,Fidelity Euro Blue Chip A-Acc-EUR,3,3,0.0,0.55,3.19,4.02,12.82,11.23,24.6,5.36,5.25,1.93,0.46,1.83,295480902.0,28785.11445,3,-1.04,0.95,95.5,17.47,0.34,3,3,3.0,0,0,0,1,0,0,1,2
F000000DY3,GS Europe CORE Equity I Acc EUR,4,3,0.0,1.09,5.87,11.13,22.76,19.51,34.77,6.78,0.0,0.58,0.44,14.42,1475974337.0,32165.89553,4,-1.32,1.09,96.62,16.7,0.38,2,3,3.0,0,0,0,1,0,0,1,2
F00000N703,Franklin UK Equity Income A Acc,4,3,3.36953,0.53,0.73,9.31,12.79,12.3,14.59,2.48,4.5,0.97,0.32,9.67,872501749.0,19886.4748,3,0.06,1.1,94.74,18.27,0.17,3,1,3.0,0,0,1,0,0,0,1,1
F0000155B3,Jupiter European Special Sit J GBP Acc,2,5,0.0,3.41,6.83,9.94,7.9,7.2,19.32,5.58,2.32,1.44,0.09,1.0,324652087.0,33335.873139999996,2,-2.77,0.91,92.27,15.05,0.36,3,3,3.0,1,0,0,0,0,1,1,3
F00000PWRK,Allianz Europe Equity Gr Sel IT EUR,4,5,0.0,1.67,5.65,11.06,23.73,16.81,36.21,14.65,2.0,0.96,0.03,8.08,997425799.0,37843.48487,4,0.31,1.2,92.1,16.23,0.85,3,1,3.0,0,0,0,1,0,0,1,3
F0000102YE,L\u0026G UK Equity Income C Acc,2,3,2.86495,0.57,-0.25,6.99,15.57,13.91,20.9,-0.81,0.0,0.5,0.42,3.67,244430385.0,14182.2868,5,-2.69,1.4,91.16,23.74,0.05,3,3,3.0,0,0,1,0,0,0,1,1
F0GBR04DEY,Invesco UK Smaller Coms Eq UK Acc,3,2,0.0,-0.04,2.8,15.08,28.45,22.77,43.27,10.47,0.0,1.67,0.14,10.25,774792223.0,793.46957,3,2.8,0.84,89.94,21.23,0.57,3,3,3.0,0,0,0,0,1,0,3,3
F00000MQFB,Templeton European Div I(acc)EUR,2,1,0.0,0.7,2.98,4.94,14.74,12.46,23.63,1.15,0.0,0.85,0.59,3.5,82196012.0,11603.422190000001,4,-4.75,1.13,92.48,19.22,0.09,3,1,3.0,0,0,1,0,0,0,1,2
F000000PDU,Nordea 1 - Nordic Equity BI EUR,3,3,0.0,1.32,6.36,10.53,27.2,22.43,51.67,16.48,0.0,1.03,0.13,7.33,238488293.0,14601.85615,4,0.04,1.13,92.69,16.38,0.92,3,3,3.0,0,0,0,0,0,1,1,3
F00000MJXW,Amundi Fds Eurlnd Eq Sm Cap F2 EUR C,2,4,0.0,0.43,4.33,7.58,18.02,13.99,34.18,3.01,0.0,2.85,0.2,4.42,473904907.0,3561.9405899999997,4,-4.45,1.08,97.56,20.35,0.2,3,3,3.0,1,0,0,0,1,0,2,2
F00000X3QF,Schroder Global Recovery L Acc GBP,2,2,1.1478,0.5,3.49,7.33,19.68,19.9,40.9,6.05,0.0,0.87,0.67,5.67,1031532855.0,8727.01012,4,-7.14,1.3,79.89,21.78,0.36,2,3,3.0,0,1,0,0,0,0,1,1
F0GBR04AOD,UBS (Lux) EF Euro Countrs Oppo (EUR) P,5,5,0.0,0.38,1.84,7.55,15.03,11.72,26.17,8.9,5.0,1.86,0.4,10.42,536911940.0,35984.60826,2,2.8,0.83,95.13,15.67,0.56,3,3,3.0,0,0,0,1,0,0,1,2
F00000W14P,VAM International Opportunities A USD,3,4,0.0,0.8,1.04,10.66,16.63,11.84,46.96,10.29,5.0,2.5,0.41,5.92,13198771.0,2623.30317,1,-0.54,0.89,93.83,16.41,0.51,3,3,3.0,0,0,0,0,1,0,2,3
F0GBR04S98,M\u0026G UK Select GBP A Acc,4,2,0.9082100000000001,-0.58,0.98,7.48,10.23,6.54,18.42,4.57,0.0,1.2,0.14,2.08,556768207.0,7414.8761700000005,3,2.9,0.96,87.97,16.62,0.33,3,3,3.0,0,0,0,1,0,0,2,3
F0GBR04P5V,Invesco Income \u0026 Growth UK Acc,3,4,2.484,0.1,0.8,9.88,12.23,9.9,16.17,1.24,0.0,1.67,0.16,15.92,390700373.0,7998.11934,2,-0.51,0.99,91.32,16.7,0.13,3,1,3.0,0,0,1,0,0,0,2,2
F00000LO66,E.I. Sturdza Strat Eurp Qual A EUR,3,3,0.0,0.88,1.68,8.03,14.2,13.2,11.61,7.39,0.0,1.77,0.16,10.67,428224303.0,30459.402189999997,1,-3.04,0.88,89.53,12.04,0.54,2,2,1.0,0,0,0,1,0,0,1,2
F00000Y4U5,Arctic Nordic Equities A,2,3,0.0,-0.4,1.89,9.24,19.22,15.79,39.86,12.95,0.0,1.74,0.04,8.92,84215882.0,4548.43326,5,-6.32,1.3,86.1,20.74,0.54,2,2,2.0,0,0,0,0,0,1,2,3
F000010A4Q,EdRF - Equity Euro Core A EUR,2,3,0.0,0.55,1.04,4.39,10.03,9.47,11.37,-0.43,3.0,2.35,0.26,3.17,151985256.0,23136.00489,4,-7.52,1.0,95.81,18.77,0.0,3,3,2.0,1,1,0,0,0,0,1,2
F00000OB15,LF Canlife Global Equity Income B Acc,3,3,3.3203300000000002,0.98,1.72,5.33,4.5,6.02,12.69,5.88,4.75,1.18,0.16,7.67,28496485.0,57144.850920000004,3,-1.51,1.06,92.62,13.41,0.46,2,1,3.0,0,0,1,0,0,0,1,2
F00000PMU4,Wellington Strategic Eurp Eq N EUR Acc,3,2,0.0,1.47,4.24,8.64,16.46,14.91,31.05,9.05,0.0,0.94,0.28,9.5,1241443924.0,12951.46813,4,-4.28,1.16,90.74,15.68,0.55,2,3,3.0,0,0,0,1,0,0,1,2
F0GBR06LHF,L\u0026G (N) Tracker CTF Acc,2,3,1.40186,0.0,0.0,7.66,11.26,10.92,14.56,0.75,0.0,1.54,0.04,21.67,1893798716.0,21970.67586,3,-1.43,1.03,97.1,16.92,0.08,3,3,3.0,0,0,0,1,0,0,1,1
F00000H35C,HSBC GIF Euroland Growth AC,4,5,0.0,1.29,6.11,9.04,17.34,14.77,30.85,7.95,5.0,1.85,0.25,2.42,222637373.0,49582.87016000001,2,1.45,0.92,94.83,17.38,0.47,2,3,3.0,0,0,0,1,0,0,1,3
F0GBR04AH5,Schroder ISF European Lrg Cap A Acc EUR,3,2,0.0,0.6,5.98,7.43,16.97,13.41,29.65,5.83,5.0,1.59,0.52,6.42,421573883.0,22131.891480000002,4,-2.08,1.05,93.9,16.61,0.32,2,3,3.0,1,0,0,1,0,0,1,2
F0GBR05WLD,JPM Europe Strategic Dividend A (acc)EUR,3,2,0.0,0.29,3.18,8.37,21.22,18.97,31.28,2.9,5.0,1.74,0.91,16.33,671279092.0,17468.55155,4,-3.06,1.11,94.7,18.42,0.18,3,1,3.0,0,0,1,0,0,0,1,1
F000014XWZ,Artemis SmartGARP UK Eq C Acc GBP,3,1,2.53185,-0.12,0.81,12.54,25.11,22.74,36.09,5.25,0.0,1.31,0.76,10.92,304720381.0,12131.56598,4,3.29,1.39,90.28,23.66,0.3,3,3,3.0,1,1,0,0,0,0,1,1
F000000F68,Legg Mason QS MV Eurp Eq G&I A G USD Acc,4,3,0.0,0.69,3.59,9.9,15.32,12.84,31.6,4.7,0.0,1.7,0.14,7.67,25040352.0,22896.59696,1,1.54,0.71,88.81,14.02,0.22,2,1,2.0,0,0,0,1,0,0,1,1
F000002O8F,Nordea 1 - European Sm&Mid Cp Eq BI EUR,4,3,0.0,1.09,5.41,8.33,20.29,15.42,35.94,8.19,0.0,1.05,0.14,9.25,443517326.0,5206.21125,3,0.06,1.15,89.54,18.81,0.44,3,3,3.0,0,1,0,0,0,0,2,2
F000000LQ3,ASSII-Eu SmlComp A Acc EUR,4,2,0.0,0.57,5.49,11.66,25.05,17.95,54.41,13.79,5.0,1.91,0.08,6.83,1415952956.0,3033.42771,3,5.19,0.96,91.69,19.72,0.73,2,3,3.0,0,0,0,0,1,0,2,3
F000010L54,M&G (Lux) Pan European Select A EUR Acc,4,4,0.0,1.32,5.23,11.07,22.14,18.13,36.98,8.25,5.0,1.73,0.05,2.58,104801611.0,19596.543709999998,4,0.25,1.08,94.15,16.73,0.47,3,3,3.0,1,0,0,1,0,0,1,3
F0GBR04B7Z,AXAWF Framlington Euro Opports A Cap EUR,3,4,0.0,1.22,4.78,7.51,10.06,7.84,23.89,3.75,5.5,1.78,0.33,9.5,114542363.0,30005.16483,3,-2.85,0.98,94.15,18.73,0.24,3,3,3.0,0,0,0,1,0,0,1,3
F00000X08A,AXAWF Fram UK A Cap EUR,3,3,0.0,-0.38,1.8,7.68,19.97,14.4,22.6,5.19,5.5,1.76,0.27,5.25,438029537.0,4649.22436,2,3.03,1.02,85.54,17.79,0.33,3,3,3.0,0,1,0,0,0,0,2,2
F0GBR04Z15,Aviva Investors UK Lstd Eq Hi Alp2GBPAcc,2,1,0.7986,-0.06,0.36,8.96,24.57,23.64,41.06,2.57,0.0,0.73,0.67,3.33,215840309.0,9404.74048,5,2.0,1.77,85.52,30.94,0.22,2,2,3.0,0,0,0,1,0,0,1,1
F000000ECF,BGF European D2,4,5,0.0,2.09,7.38,12.12,21.0,16.52,46.12,16.73,5.2632,1.07,0.4,2.0,1387791844.0,21315.0879,4,2.46,1.12,91.69,15.11,0.98,3,1,3.0,0,0,0,1,0,0,1,3
F0000044CN,CS (Lux) European Div Plus Eq B EUR,3,2,0.0,0.79,0.34,5.59,10.5,10.09,11.71,5.06,5.0,1.86,-0.05,11.75,141668906.0,39307.9705,1,0.17,0.77,92.5,13.0,0.32,3,1,3.0,0,0,1,0,0,0,1,1
F0GBR064N7,JOHCM UK Opportunities A GBP Acc,4,4,2.1324099999999997,-0.12,-0.24,8.1,12.29,11.06,16.45,5.07,5.0,0.88,0.56,5.5,307526877.0,6993.87045,1,2.85,0.75,89.91,12.77,0.38,2,2,2.0,0,0,0,1,0,0,2,2
F0GBR05WSI,AXA Rosenberg Pan-Eurp Enh Idx EqAlpAAcc,3,3,0.0,0.74,1.96,8.08,16.24,14.52,23.67,5.5,0.0,0.52,0.25,17.67,28409259.0,40718.95973,3,-1.97,1.03,99.43,15.67,0.34,3,3,3.0,0,0,0,1,0,0,1,2
F00000QP5S,Carmignac Pf L-S Eurp Eqs F EUR Acc,4,4,0.0,0.64,1.03,3.25,6.96,4.37,12.14,4.67,4.0,1.15,0.27,6.25,397660447.0,12796.97204,3,3.84,0.15,9.62,9.37,0.39,3,3,3.0,1,0,0,0,0,1,1,3
F00000VH4P,TM CRUX European Special Sit I Acc EUR,3,4,0.15456,1.69,4.35,6.76,15.71,13.06,27.48,5.52,0.0,1.13,0.08,11.67,985968436.0,18768.195359999998,4,-4.86,1.13,91.43,17.92,0.3,2,1,2.0,1,0,0,0,0,1,1,2
F00000OOBN,M&G Pan Eurp Sel Smllr Coms GBP I Acc,3,2,0.25389,0.88,5.05,9.96,20.84,13.58,51.27,6.33,0.0,0.85,0.06,5.5,147085870.0,2096.75138,3,-1.98,1.03,93.91,21.16,0.38,3,3,3.0,1,0,0,0,1,0,2,3
F00000ZTV3,Trojan Income Fund X Accumulation,4,4,2.62323,0.36,-0.13,9.48,5.8,5.06,6.14,2.54,5.0,0.86,0.15,16.75,2763982782.0,20206.313580000002,1,0.48,0.7,81.29,12.65,0.19,2,1,2.0,0,0,1,0,0,0,1,2
F0GBR04RMZ,Baillie Gifford UK Equity Alpha B Acc,4,4,0.6127,-0.25,-3.0,2.32,4.94,1.36,11.98,6.06,0.0,0.56,-0.05,10.75,1017966000.0,5809.51625,3,4.95,1.03,64.47,20.72,0.38,2,3,3.0,0,1,0,0,0,0,2,3
F00000LYE8,Alken Absolute Return Europe H,3,3,0.0,-0.65,0.47,4.23,8.58,8.3,3.16,-3.3,3.0,1.42,0.67,10.42,127708626.2,6674.20618,4,-5.68,0.34,37.64,9.11,-0.46,3,3,3.0,0,0,0,0,0,1,2,2
F000001ATM,Fidelity European Smlr Coms Y-Acc-EUR,4,3,0.0,0.38,5.6,10.92,27.91,22.13,57.57,11.08,0.0,1.08,-0.34,1.42,1351816866.0,1761.1724,4,1.35,1.08,97.35,21.64,0.55,3,3,3.0,0,0,0,0,1,0,2,2
F0GBR0552S,Templeton European Opps I(acc)EUR,2,4,0.0,0.91,5.21,6.36,14.59,11.28,23.84,-3.07,0.0,0.97,0.53,3.5,124168812.0,4380.21701,3,-10.97,1.17,88.57,18.85,-0.14,3,3,3.0,0,1,0,0,0,0,2,2
F00000NQA2,Rathbone UK Opportunities I Acc,4,4,0.86087,-0.04,2.08,12.4,17.41,10.71,30.79,5.12,0.0,0.65,0.1,7.0,63328516.0,2361.3770600000007,3,3.61,1.02,70.07,19.76,0.32,3,3,3.0,1,1,0,0,0,0,2,3
F0GBR050GL,Schroder Prime UK Equity I Acc,4,3,2.2619599999999997,0.09,0.05,6.56,12.81,12.28,25.7,3.68,0.0,0.54,0.16,14.92,251773138.0,13116.76869,4,1.69,1.09,95.25,18.02,0.26,2,3,3.0,0,0,0,1,0,0,1,1
